식당 이름,번역된 식당 이름,URL,영상,텔,장르,영업 시간,예산,신용 카드,QR 코드 결제,주소,입장,주차,좌석,카운터 좌석,흡연,개인 실,상점 웹 사이트,사용 장면,Wi-Fi 사용,전화 번호,닫힌 날,사적인,인스 타 그램,예약,쇼핑 직무 정보,강의,당신이 마실 수있는 모든 것,요리 기능과 전문 분야,마시는 기능과 세부 사항에 대한 관심,대기,서비스,드레스 코드,애완 동물,추가 장비,IC 카드 지불,발언,아이들이 들어 오세요,전원 공급 장치 사용,외국어 지원,페이스 북,X (트위터),맥주 제작자
美味千成,맛있는 친 세이,https://retty.me/area/PRE13/ARE2/SUB202/100000076454/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34737880.jpg,03-3501-6879,이자카야 사시미는 담배를 피웠다,"[월요일부터 금요일까지]
 16:00-24:00
[토양]
 16:00-23:00","점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"국제 아케이드 스트리트, 2-1-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (180m)
도쿄 메트로 히비야 라인 / 히비야 역에서 도보 3 분 (180m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (190m)",,46 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,이용 가능 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,매주 일요일과 공휴일,,,,,,,,,,,,,,,,,,,https://www.facebook.com/1000nari,,
麹蔵 有楽町店,Kojizo Yurakucho 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000715293/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32248194.jpg,03-5510-5577,Izakaya 테이크 아웃 Okonomiyaki,자세한 내용은 공식 웹 사이트를 확인하십시오.,"점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Chiyoda Building, 1-6-4 Yurakucho, Chiyoda-Ku, 도쿄 B1F 및 2F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (14m)
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (14m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",없음,150 석,예,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
7 명 이상","https://www.koujigura.jp/
https://xn--nbk363n0ma64fq5gupnei1awhsk83a.com/?utm_source=google&utm_medium=map","연회 및 음주 파티 개인 객실 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티를 환영 파티 체리 꽃보기와 레스토랑 Cherry Blossom Viewing Christmy Dinner Year-End Party 새해 파티 음주 어린이와 함께 즐기십시오.
다른 사용 장면을 참조하십시오",예,,하루 종일 개점,,,사용 가능한 예약,,,,"우리는 야채 요리, 고기 요리, 생선 요리 및 식품 생산 공간에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일","개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
골목을 향합니다","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",평상복,불가능합니다,,"Suica, Manaca, Toica, Icoca, Hayakaken, Nimoca, Sugoca","Pasmo, Kitaca 지불 가능",예,,"영어 중국어
언어 지원 메뉴가 있습니다",,,
わらやき道場 有楽町店,Warayaki Dojo Yurakucho 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001699827/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34231178.jpg,050-2018-8108,이자카야,,"점심:-
저녁 식사 : ~ 5,000 엔",,,"난초 스퀘어 2F-A, 1-2-11 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (150m)
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (150m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",,,,,,,한 사람이 좋아요,,,,,,,,,,,,,,,,,,,,,,,,
平戸こんね,Hirado가 여기 있습니다,https://retty.me/area/PRE13/ARE2/SUB202/100001704772/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36827214.jpg,080-9204-4808,이자카야 지역 요리,,"점심:-
저녁 식사 : ~ 5,000 엔",,PayPay,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (51m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (55m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,,,,,,PayPay 지불 가능,,,,,,,,,,,,,,,,,,,,,,,,
吟乃月 有楽町店,Ginnotsuki Yurakucho 매장,https://retty.me/area/PRE13/ARE2/SUB202/100001732926/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36753959.jpg,050-5590-6854,이자카야 로바 타야키,,"점심:-
저녁 식사 : ~ 3,000 엔",,PayPay,"Kokonoe Hall 8F, 2-3-6 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (9m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (11m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 1 분 (40m)",,,,,,,PayPay 지불 가능,,,,,,,,,,,,,,,,,,,,,,,,
生ホルモン串とベコ酒場 オクヨシ精肉所,생 호르몬 꼬치와 Beco Bar Okuyoshi Butcherry,https://retty.me/area/PRE13/ARE2/SUB202/100001428157/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25600446.jpg,03-6550-8489,이자카야 호르몬,"[하루 종일]
 0:00-24:00","점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",Amex,,"1-2-8 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (120m)
JR Yamanote Line / Yurakucho Station (120m)에서 도보로 2 분
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (200m)",,,예,,없음,,"점심, 솔로, 브런치, 아침 식사, 첫 번째 기차, 저녁 식사, 쌀, 맛있고 저렴한 레스토랑, 늦은 밤에 오픈, 바삭 바삭한 연말 파티, 바삭한 새해 파티까지 문을 엽니 다.
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
もつ焼き ふじ,Motsuyaki Fuji,https://retty.me/area/PRE13/ARE2/SUB202/100000815510/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29910308.jpg,03-3591-2295,이자카야 일본 음식 야키토리,"[하루 종일]
저녁 식사 17:00-24:00","점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-1-10 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho Station (110m)에서 도보로 2 분
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)",없음,50 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,싱글 OK 세련된 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
串焼道場 有楽町日比谷店,쿠시야키 도조 유라쿠치 히비 야 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001693108/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33050823.jpg,050-2018-8109,이자카야 야키토리,,"점심:-
저녁 식사 : ~ 4,000 엔",,,"2F 난초 광장, 1-2-11 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (150m)
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (150m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",,,,,,,솔로 손님이 이용할 수있는 크리스마스 저녁 식사,,,,,,,,,,,,,,,,,,,,,,,,
有楽町産直飲食街,Yurakucho는 직접 생산하고 음료 지구가 생산되었습니다,https://retty.me/area/PRE13/ARE2/SUB202/100000858445/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/7250382.jpg,03-5510-1278,이자카야,"[하루 종일]
 0:00-24:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",JCB,,"국제 아케이드, 2-1-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station (190m)에서 도보로 3 분
도쿄 메트로 히비야 라인 / Hibiya Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (210m)",,,없음,,없음,http://www.sanchoku-inshokugai.com/yurakucho/,"점심 연회 및 음주 파티 작별 파티 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술 브런치를 마실 수 있습니다. 첫 번째 기차 저녁 식사 쌀이 밤 늦게 열릴 때까지 아침 식사를 열 수 있습니다.
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
マイアミヴィッラ イトシアプラザ店,마이애미 빌라 itosia plaza,https://retty.me/area/PRE13/ARE2/SUB202/100000465993/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35325954.jpg,03-3211-0541,이탈리아 요리 서부 요리,"[하루 종일]
 10:00-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",Amex,,"Yurakucho Itsia Plaza Store, 2-7-1 Yurakucho, Chiyoda-Ku, 도쿄 1F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (89m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (90m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (110m)",,60 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://miami-garden.jp/,"점심, 연회 및 음주 파티, 싱글, 싱글, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 와인 음료, 브런치, 세련된, 쌀, 흡연 허용, 세련된 점심, 캐주얼, 요리, 새해 파티, 새해 파티, 새해 파티
다른 사용 장면을 참조하십시오",,,불규칙한 휴일,,,,,,,,,,,,,,,,,,,,,
morceau 東京ミッドタウン日比谷店,Morceau 도쿄 미드 타운 Hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001411473/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35753132.jpg,03-6550-8761,이탈리아 요리,"[하루 종일]
점심 11:00-15:00 L.O. 14:00
저녁 식사 17 : 30-22 : 00 L.O. 20:00","점심 : ~ 6,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (70m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (74m)","예
특별 P 사용 가능",40 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://morceau.pinoko.jp/,"점심, 데이트, 여자의 밤, 결혼 기념일, 싱글 OK, 엔터테인먼트, 체리 꽃보기, 체리 꽃보기, 크리스마스 저녁 식사, 와인, 주차, 아이들과 함께 즐거운, 세련된, 개인 공간이 즐길 수있는 레스토랑.
다른 사용 장면을 참조하십시오",예,,"하루 종일 개점
시설과 동일합니다","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명",,사용 가능한 예약,,"7,000 엔 ~ 7,999 엔 코스, 8,000 엔 코스 이상으로 구입할 수 있습니다.",,우리는 야채 요리를 전문으로하고 매장 내에서 준비합니다,와인이 있습니다,"풍경은 아름답습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성
소믈리에가 있습니다",없음,불가능합니다,,,,예,불가능합니다,,,,
イタリアンダイニング DoNa 有楽町イトシア店,이탈리아 식당 도나 유라 커코 itosia 상점,https://retty.me/area/PRE13/ARE2/SUB202/100001422505/,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/32746895.jpg,03-5218-5090,이탈리아 음식 파스타 피자,"[하루 종일]
 11:00-23:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",Amex,PayPay,"Yurakucho Itosia B1F, 2-7-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (84m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (84m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (110m)",,71 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 체리 꽃 관찰, 체리 꽃보기와 함께 레스토랑, 와인 음료 저녁 식사, 쌀, 금연, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,불규칙한 휴일,,,,,,,,,,,,,,,,,,,,,
マイアミガーデン 有楽町店,마이애미 가든 유라쿠코 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000078296/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25359497.jpg,03-3215-2211,이탈리아 음식 파스타 피자,"[하루 종일]
 11:00-22:30","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",Amex,,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (44m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (51m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,70 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://miami-garden.jp/index.html,"점심, 솔로, 저녁 식사, 금연, 캐주얼, 바삭 바삭한, 연말 파티, 바삭 바삭한 새해 파티",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
トラットリアチャオ,Trattoria chao,https://retty.me/area/PRE13/ARE2/SUB202/100001405526/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001405526/archive/223751-602e143b5bd25.jpg,03-3506-0035,이탈리아 요리 이자카야,"[Sun, 화요일, 금요일, 토요일 및 휴일]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:00
카페 시간이 없습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex",,"2-1-13 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (55m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (58m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (110m)",없음,100 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",,"점심, 데이트, 여자 파티, 전산, 연회, 연회 및 음주 파티, 개인 객실, 싱글, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인을 마시고, 아이들과 함께 즐기고, 스타일리쉬, 영어를 사용하는 이용 가능
다른 사용 장면을 참조하십시오",없음,,매주 월요일,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명",,사용 가능한 예약,,"5,000 ~ 5,999 엔 코스로 제공됩니다","4,000 엔에서 4,999 엔까지 이용할 수 있습니다",,와인과 칵테일이 있습니다,"개방성이 있습니다
활발한 상점","놀라운 응답 가능
축하 가능성",평상복,불가능합니다,,,,예,불가능합니다,"영어
언어 지원 메뉴가 있습니다",,,
サバティーニ・ディ・フィレンツェ 東京店,사바 티니 디 플로렌스 도쿄,https://retty.me/area/PRE13/ARE2/SUB202/100001438060/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001438060/archive/2845117-631fe602c059c.jpg,03-3508-4800,이탈리아 음식 파스타 서부 음식,"[하루 종일]
점심 11 : 30-15 : 00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17 : 30-22 : 00 L.O. 20:00
[일요일과 휴일]
저녁 식사 17:30-21:30 L.O. 19:30","점심 : ~ 6,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB",,"3f Hulic Square, 2-2-3 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (61m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (63m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보 1 분 (78m)","예
이웃 P (할인) 사용 가능","76 석
((◆ 개인 사용에 대한 최소 보증 (가격 수수료) (세금 제외) [점심] 주중 : 420,000 엔; 토요일, 일요일 및 휴일 : 630,000 엔; [저녁 식사] 일요일 : 630,000 엔; 토요일, 평일; 예산은 예산 일뿐입니다.",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://sabatini-tokyo.com/,"날짜 연말 파티 크리스마스 저녁 식사 새해 파티 성인 새해 파티 크리스마스 2024 성인 연말 파티 럭셔리 크리스마스
다른 사용 장면을 참조하십시오",예,,"매년 1 월 1 일
시설과 동일합니다",,,,,,,,,,,반 공식,,,,,"불가능합니다
초등학생들은 환영합니다",,,,,
イタリアンダイニング DoNA 日比谷店,이탈리아 식당 도나 히비야 상점,https://retty.me/area/PRE13/ARE2/SUB202/100001383778/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2787572.jpg,03-3519-5713,이탈리아 파스타,"[하루 종일]
 11:00-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",,PayPay,"Tsubakiya 커피 숍 건물 B1F, 1-2-5 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (88m)
JR Yamanote Line / Yurakucho Station (88m)에서 도보로 2 분
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,"점심, 솔로, 음료 와인, 세련된, 저녁 식사, 쌀, 흡연, 세련된, 점심, 급여 지불 지불 가능, 캐주얼, 바삭 바삭한, 연말 파티, 새해 파티
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
イル・バロッコ 有楽町店,Il Barocco Yurakucho 지점,https://retty.me/area/PRE13/ARE2/SUB202/100000049827/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31485876.jpg,03-3508-7781,이탈리아 요리 파스타 바 서부 요리,"[태양, 월요일부터 금요일, 토요일]
 11:00-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","Amex
식당
JCB",,"2-1-16 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (41m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (42m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (84m)",,92 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.giraud.co.jp/,"점심 소녀 '밤 아웃, 싱글 OK 크리스마스 저녁 식사 와인 음료 저녁 식사 저녁 식사 저녁 식사 저녁 식사가 아닌 점심 소녀의 밤 외출 세련된 점심
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
鮨大前,초밥 다이마,https://retty.me/area/PRE13/ARE2/SUB202/100000016126/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3189409.jpg,03-3581-6641,초밥 해산물과 해산물 요리 테이크 아웃 사시미,"[월요일부터 금요일까지]
 17:30-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",불가능합니다,,"2-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (130m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (130m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (160m)",,7 석,"예
(카운터 좌석 만)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"혼자, 엔터테인먼트, 성인 은신처, 크리스마스 저녁, 음료수, 와인, 세련된, 저녁, 쌀, 흡연, 음료 쇼치
다른 사용 장면을 참조하십시오",,,"매주 토요일마다 일요일 휴가
드물게 수요일에는 거의 없습니다",,,,,,,,,,,,,,,예약:,,,,,,
まんてん鮨 日比谷オクロジ店,Manten Sushi Hibiya Okuroji 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001563477/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31427793.jpg,03-6811-2300,초밥,"[월요일부터 금요일까지]
 11:00-15:00 L.O. 14:00
[하루 종일]
 17:00-23:00 L.O. 21:30
[태양, 토요일, 휴일]
 11:00-15:00 L.O. 13:30","점심:-
저녁 식사 : ~ 8,000 엔",,PayPay,"1-7-1 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (390m)",,두 좌석,예,,,https://www.manten-sushi.com/,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
築地 寿司清 日比谷シャンテ店,Tsukiji Sushi Sei Hibiya Chante Branch,https://retty.me/area/PRE13/ARE2/SUB202/100000727745/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/5255784.jpg,03-3539-6767,초밥 쌀 그릇,"[일요일과 월요일]
 11:00-22:00
[tue-fri, sat, holiday]
 11:00-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔","비자
JCB",,"Toho Hibiya Building, 1-2-2 Yurakucho, Chiyoda-Ku, 도쿄 2nd 지하실 층
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (99m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (99m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (240m)",,36 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://www.tsukijisushisay.co.jp,"점심, 저녁 식사, 저녁 식사, 맛있고 저렴한 레스토랑, 금연",,,"불규칙한 휴일
닫힌 날은 Hibiya Chante와 동일합니다.",,,,,,,,,,,,,,,,,,,,,
照鮨,Terusushi,https://retty.me/area/PRE13/ARE2/SUB202/100000008397/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/1794141.jpg,03-3211-8089,초밥 해산물 그릇,"[월요일부터 금요일까지]
 11:30-13:30
 17:00-20:30","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"도쿄 교통 홀 B1F, 2-10-1 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (44m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (51m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (110m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 맛있고 저렴한 레스토랑, 비 흡연, 세련된 점심, 성인 데이트
다른 사용 장면을 참조하십시오",,,매주 일요일마다,,,,,,,,,,,,,,,"*신용 카드는 5,000 엔에서 사용할 수 있습니다",,,,https://www.facebook.com/teruzushi/,,
