restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,usage_scenes,wifi_available,phone_number,video,lecture,available_drinks,cooking_specialties,drinking_specialties,waiting,service,reservation,dress_code,child_friendly,pet_friendly,foreign_language_support,power_supply_available,additional_equipment,instagram,ic_card_payment,쇼핑 직무 정보,facebook,twitter,beer_maker
全席個室じぶんどき有楽町日比谷店,모든 좌석 개인 실 jibundoki yurakucho hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001692580/,050-5462-2626,Izakaya 크리에이티브 요리 일본 요리,"[하루 종일]
 17:00-23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Matsui Building 3.4f, 1-6-8 Yurakucho, Chiyoda-Ku, 도쿄, 3 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (42m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (43m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (140m)",없음,152 석,없음,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,좌석 수수료가 있습니다. (코스 당시 가격에 포함),"저녁 식사, 연회 및 음료, 쌀, 고기 페이 페이 지불 이용 가능 Paypay Points 온라인 예약 이용 가능 연말 파티 파티 캐주얼 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",없음,050-2018-8863,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001692580/archive/3293761-66262a872bc36.jpg,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다","전산 된 가격 : 2,000-2,999 엔, 2 시간의 싱글 링크",야채 요리 전문,"맥주, 사케, 칵테일","조용한 가게
차분한 분위기","놀라운 응답 가능
축하 가능성",사용 가능한 예약,,,,,,,,,,,,
炭火串焼き×海鮮料理 燦々～SUNSUN～ 有楽町日比谷店,숯 구운 꼬치 x 해산물 요리 Sansun -Sunsun -Yurakucho Hibiya Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001696403/,050-5462-3205,이자카야 해산물과 해산물 바,"[하루 종일]
 11:00-1:00",,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"오 가와 빌딩 1 및 2f, 1-2-9 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (130m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (130m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (200m)",없음,100 석,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://sansan-yurakucho-hibiya.foodre.jp/","Coin+, Paypay, Rakuten Pay, Line Pay, Alipay","개인 실, 저녁 식사, 음주, 흡연 허용, 페이 페이 포인트 받기, 온라인 예약 가능, 연말 파티, 새해 파티, 점심, 쌀, 작별 파티, 환영 파티, 스타일리시
다른 사용 장면을 참조하십시오",없음,090-1241-6904,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001696403/archive/3069504-64787a3adbc77.jpg,,,,,,,,,,,,,,,"Suica, Icoca, Rakuten Edy, Waon, Quicpay",,,,
板前バル LIVE FISH MARKET 日比谷グルメゾン店,Hibiya Gourmet Bar Live Fish Market Hibiya Gourmet 매장,https://retty.me/area/PRE13/ARE2/SUB202/100001547324/,03-6807-5780,스시 소바 (소바) 이자카야,"[월요일부터 금요일까지]
점심 11:00-15:00 L.O. 14:30
저녁 식사 17:00-23:30 L.O. 22:30
[토양]
 11:00-23:30 L.O. 22:30
[일요일과 휴일]
 11:00-23:00 L.O. 22:00
점심
(우리는 주말과 휴일에 점심 메뉴를 제공하지 않습니다. 하루 종일 저녁 식사 메뉴 만 제공됩니다.)
저녁
(주말과 휴일에는 유휴 시간이 없으므로 언제든지 먹을 수 있습니다.)","하루 종일 개점
(우리는 1/1/12에만 문을 닫습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Hibiya Gourmet, 1-7-21 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (340m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (340m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (340m)",없음,"56 석
(카운터의 6 석, 30 개의 테이블, 20 개의 개인 실 (개인 실에 대한 최소 보장 수수료는 점심 시간 10 만 엔, 저녁 식사 시간에는 250,000 엔입니다. 자세한 내용은 전화로 문의하십시오.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",예,,,"점심 모든 당신이 점화 된 연회와 음주 파티 싱글 OK Entertainment Farewell 파티 환영 파티 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술 마시는 와인 저녁 식사 쌀 지불금 지불 이용 가능한 세련된 성인 연말-엔드 파티
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001547324/archive/2109724-5fbcae91af8d8.jpg,,,,,,,사용 가능한 예약,,,,,,,https://www.instagram.com/itamaebarhibiya/,,,,,
アラスカ 日本プレスセンター店,알래스카 일본 프레스 센터 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000078230/,050-5303-2171,서부 푸드 바 커리 비스트로,"[월요일부터 금요일까지]
 11:30-15:00 L.O. 14:00
 17:00-22:00 L.O. 21:00
서비스 요금으로 총 식품 및 음료 수수료의 10%를 청구합니다.","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
토요일, 일요일 및 공휴일에는 개인 리셉션과 파티 만 개장합니다.","점심 : ~ 4,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-2-1 Uchisai-Cho, Chiyoda-Ku, 도쿄, 일본 프레스 센터 빌딩, 10 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 카스 수미 제지 스테이션에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (170m)
도쿄 메트로 진 자 라인 / 토라노몬 역에서 도보로 6 분 (430m)","없음
근처 (할인 없음) 사용 가능",80 석,예,"불가능합니다
흡연실 사용 가능
(흡연실은 건물에서 이용 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
임대 가능 (좌석) : 120 명
최대 200 명까지 임대 할 수 있습니다 (스탠드 식사 식사)","[공식적인]
https://araska-nihonpresscenter.foodre.jp/
https://restaurant-alaska.com/presscenter/",,"점심, 소녀의 밤, 날짜, 저녁 식사, 엔터테인먼트, 개인 점심, 고기, 생일, 생일, 새해 파티, 와인 마시기, 흡연 허용, 점심 날짜, 급여 지불 수락, 환영 파티, 점심 음주, 성인의 연말 파티, 새해 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",예,03-3503-2731,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000078230/archive/1097936-5d6f428a663c0.jpg,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
골목을 향합니다","축하 가능성
음료를 가져올 수 있습니다
휴대품 룸이 있습니다
소믈리에가 있습니다",사용 가능한 예약,없음,,불가능합니다,,,프로젝터 및 사운드 장비,,,https://araska-nihonpresscenter.foodre.jp/#recruit,,,
Q CAFE by Royal Garden Cafe 東京ミッドタウン日比谷,로얄 가든 카페 도쿄 미드 타운 히비야 (Midtown Hibiya)의 Q 카페,https://retty.me/area/PRE13/ARE2/SUB202/100001410925/,050-5303-0417,카페 과자 카페 햄버거,"[월요일부터 금요일까지]
 10:00-22:00
[태양, 토요일, 휴일]
 11:00-22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"6 층, 도쿄 미드 타운 Hibiya, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (72m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)",예,144 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 제한된 수의 사람들 : 60 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 100 명","[공식적인]
https://qcafebyroyalgardencafe.foodre.jp/
https://royal-gardencafe.com/",예약 : 밤에만 가능합니다,"점심, 저녁, 저녁, 점심, 어린이와 함께 즐기십시오 무료 와이파이, 개인 공간, 마시는 와인, 고기, 파워 카페, 아름다운 야간보기, 생일, 공예 맥주 마시기, 지불금 지불 가능
다른 사용 장면을 참조하십시오",예,03-6205-7206,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001410925/archive/2786963-62d8d0c034968.jpg,,"4,000 엔에서 4,999 엔까지의 싱글 링크와 5,000 엔 이상의 링크를 포함하는 코스가 포함 된 코스가 있습니다.",야채 요리 전문,"맥주, 와인, 위스키, 칵테일","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성",사용 가능한 예약,,예,불가능합니다,,사용 가능 (충전 가능),,,"Suica, Rakuten Edy, Quicpay, Au 지갑",,,,
陳家私菜 日比谷国際ビル 新橋店,Chenjia Private Edition Hibiya International Building Shinbashi Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001769739/,050-5462-8274,중국 음식 Xiaolongbao,"[월요일부터 금요일까지]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17 : 30-23 : 00 L.O. 22:30","매주 토요일마다 일요일 휴가
시설과 동일합니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Hibiya International Building B2F, 2-2-3 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오",,"예
근처 (할인 없음) 사용 가능","185 석
(전적으로 개인 실은 없지만 이동식 파티션이있는 반 프리티브 룸처럼 보이는 공간을 만들 수 있습니다. 사유 감각을 보장하고 손님의 수를 유연하게 조정하려면 언제든지 저희에게 연락하십시오.)","없음
(개인 식당 인 경우 스탠드 업 스타일은 최대 200 명까지 수용 할 수 있습니다. 사람의 수 또는 레이아웃에 관한 요청이 있으면 언제든지 문의하십시오.)","불가능합니다
(흡연은 매장 내부에서 하루 종일 금지됩니다. 건물의 공동 구역에는 흡연실이 있으므로 담배를 피우면 사용하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,"[공식적인]
https://chin-z-shinbasi.foodre.jp/
https://chin-z.com/",우리는 예약 할 고객 수를 유연하게 조정합니다. 요청이나 문의 사항이 있으면 언제든지 저희에게 연락하십시오.,"점심, 저녁 및 쌀, 단일 용도로 이용 가능, 어린이, 파티, 파티, 개인 파티, 작별 파티, 급여 지불 지불, 온라인 예약 가능
다른 사용 장면을 참조하십시오",예,03-6257-8778,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001769739/archive/353475-67c17125abf15.jpg,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.","4,000 엔에서 4,999 엔으로 인한 모든 코스와 5,000 엔 이상을위한 all-you-can-drink, 2 시간 동안, 2 시간 반 동안 싱글 링크를 포함하는 코스가 포함 된 코스가 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 특수 재료, 특수 재료, 매우 매운 메뉴, 요리사가 해외에서 훈련을 받고, 요리사는 유명한 식당에서 훈련 경험을 가지고 있으며 요리사는 식당에서 훈련 경험을 가지고 있습니다.","맥주, 쇼치, 와인, 샤 옥싱 와인",,"놀라운 응답 가능
축하 가능성",사용 가능한 예약,없음,예,,중국인,,"프로젝터, TV 및 모니터 사용 가능",https://www.instagram.com/chinkashisai2021/,"Suica, Manaca, Toica, Pitapa, Icoca, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Au 지갑",,,,
なまいき 有楽町,내 마음은 유라쿠치입니다,https://retty.me/area/PRE13/ARE2/SUB202/100001747618/,050-5462-6063,이자카야 야키토리 해산물과 해산물,"전화 문의 (11 : 00-23 : 00)
*우리는 전화를 순서대로 응답 할 것이므로 전화를 걸지 않고 기다리십시오. (더 이상 23:00부터 연결할 수 없습니다)
*수의 사람들의 변경에 관한 취소 정책에 대해 통지 할 때는 위 시간 내에 확실히 알려주십시오.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"2-3-6 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (12m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (13m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 1 분 (34m)","없음
근처 (할인 없음) 사용 가능",100 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://namaiki-yurakucho.foodre.jp/",,"점심 식사, 여자 밤, 개인 실, 모든 링크, 고기, 사케, 연말 파티, 새해 파티, 작별 파티, 환영 파티, 급여 판매 포인트 받기, 온라인 예약 가능
다른 사용 장면을 참조하십시오",예,03-6635-2141,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001747618/archive/3357606-668f41a54aa45.jpg,,,,,,,사용 가능한 예약,,예,,,,,,,,,,
アラスカ 日本プレスセンター店,알래스카 일본 프레스 센터 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000078230/,050-5303-2171,서부 푸드 바 커리 비스트로,"[월요일부터 금요일까지]
 11:30-15:00 L.O. 14:00
 17:00-22:00 L.O. 21:00
서비스 요금으로 총 식품 및 음료 수수료의 10%를 청구합니다.","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
토요일, 일요일 및 공휴일에는 개인 리셉션과 파티 만 개장합니다.","점심 : ~ 4,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-2-1 Uchisai-Cho, Chiyoda-Ku, 도쿄, 일본 프레스 센터 빌딩, 10 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 카스 수미 제지 스테이션에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (170m)
도쿄 메트로 진 자 라인 / 토라노몬 역에서 도보로 6 분 (430m)","없음
근처 (할인 없음) 사용 가능",80 석,예,"불가능합니다
흡연실 사용 가능
(흡연실은 건물에서 이용 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
임대 가능 (좌석) : 120 명
최대 200 명까지 임대 할 수 있습니다 (스탠드 식사 식사)","[공식적인]
https://araska-nihonpresscenter.foodre.jp/
https://restaurant-alaska.com/presscenter/",,"점심, 소녀의 밤, 날짜, 저녁 식사, 엔터테인먼트, 개인 점심, 고기, 생일, 생일, 새해 파티, 와인 마시기, 흡연 허용, 점심 날짜, 급여 지불 수락, 환영 파티, 점심 음주, 성인의 연말 파티, 새해 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",예,03-3503-2731,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000078230/archive/1097936-5d6f428a663c0.jpg,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
골목을 향합니다","축하 가능성
음료를 가져올 수 있습니다
휴대품 룸이 있습니다
소믈리에가 있습니다",사용 가능한 예약,없음,,불가능합니다,,,프로젝터 및 사운드 장비,,,https://araska-nihonpresscenter.foodre.jp/#recruit,,,
Q CAFE by Royal Garden Cafe 東京ミッドタウン日比谷,로얄 가든 카페 도쿄 미드 타운 히비야 (Midtown Hibiya)의 Q 카페,https://retty.me/area/PRE13/ARE2/SUB202/100001410925/,050-5303-0417,카페 과자 카페 햄버거,"[월요일부터 금요일까지]
 10:00-22:00
[태양, 토요일, 휴일]
 11:00-22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"6 층, 도쿄 미드 타운 Hibiya, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (72m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)",예,144 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 제한된 수의 사람들 : 60 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 100 명","[공식적인]
https://qcafebyroyalgardencafe.foodre.jp/
https://royal-gardencafe.com/",예약 : 밤에만 가능합니다,"점심, 저녁, 저녁, 점심, 어린이와 함께 즐기십시오 무료 와이파이, 개인 공간, 마시는 와인, 고기, 파워 카페, 아름다운 야간보기, 생일, 공예 맥주 마시기, 지불금 지불 가능
다른 사용 장면을 참조하십시오",예,03-6205-7206,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001410925/archive/2786963-62d8d0c034968.jpg,,"4,000 엔에서 4,999 엔까지의 싱글 링크와 5,000 엔 이상의 링크를 포함하는 코스가 포함 된 코스가 있습니다.",야채 요리 전문,"맥주, 와인, 위스키, 칵테일","보기가 좋습니다
풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성",사용 가능한 예약,,예,불가능합니다,,사용 가능 (충전 가능),,,"Suica, Rakuten Edy, Quicpay, Au 지갑",,,,
個室居酒屋 鶏屋むさし 有楽町店,개인 실 Izakaya Toriya Musashi Yurakucho 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001686364/,050-5462-7871,이자카야 야키토리 해산물과 해산물,"[Sun, 월요일부터 목요일, 토요일 및 휴일]
 16:00-23:30
[금요일/휴가 전]
 16:00-24:00",,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Narumi Building 3F, 1-3-7 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (63m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (64m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)",예,77 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,"[공식적인]
https://toriyamusashi-yurakucho.foodre.jp/",,"개인 실
다른 사용 장면을 참조하십시오",예,03-6807-5640,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001686364/archive/3552329-67d7a7fd12cb5.jpg,,,,,,,,,,,,,,,,,,,
板前バル LIVE FISH MARKET 日比谷グルメゾン店,Hibiya Gourmet Bar Live Fish Market Hibiya Gourmet 매장,https://retty.me/area/PRE13/ARE2/SUB202/100001547324/,03-6807-5780,스시 소바 (소바) 이자카야,"[월요일부터 금요일까지]
점심 11:00-15:00 L.O. 14:30
저녁 식사 17:00-23:30 L.O. 22:30
[토양]
 11:00-23:30 L.O. 22:30
[일요일과 휴일]
 11:00-23:00 L.O. 22:00
점심
(우리는 주말과 휴일에 점심 메뉴를 제공하지 않습니다. 하루 종일 저녁 식사 메뉴 만 제공됩니다.)
저녁
(주말과 휴일에는 유휴 시간이 없으므로 언제든지 먹을 수 있습니다.)","하루 종일 개점
(우리는 1/1/12에만 문을 닫습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Hibiya Gourmet, 1-7-21 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (340m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (340m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 거리 (340m)",없음,"56 석
(카운터의 6 석, 30 개의 테이블, 20 개의 개인 실 (개인 실에 대한 최소 보장 수수료는 점심 시간 10 만 엔, 저녁 식사 시간에는 250,000 엔입니다. 자세한 내용은 전화로 문의하십시오.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",예,,,"점심 모든 당신이 점화 된 연회와 음주 파티 싱글 OK Entertainment Farewell 파티 환영 파티 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술 마시는 와인 저녁 식사 쌀 지불금 지불 이용 가능한 세련된 성인 연말-엔드 파티
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001547324/archive/2109724-5fbcae91af8d8.jpg,,,,,,,사용 가능한 예약,,,,,,,https://www.instagram.com/itamaebarhibiya/,,,,,
春秋ツギハギ 日比谷,봄과 가을 Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100000010835/,050-5304-5857,일본 음식 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:30
저녁 식사 17:00-22:30 L.O. 21:30
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 13:30
저녁 식사 17:00-22:00 L.O. 21:00","하루 종일 개점
∎ 새해 휴가 중 닫기 ・ 첫 번째 일요일에 저녁 식사를 위해 문을 닫았습니다.","점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Nissei Building B1F, 1-1-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (33m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (36m)",예,"275 석
(테이블 좌석, 소파 좌석, 스시 카운터 시트, 완전히 개인 실, 반 개인 객실, 50 명 이상을위한 대형 개인 객실)","예
(스시 카운터)","예
흡연실 사용 가능
(흡연은 점심 시간 동안 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"https://shunjutsugihagi-hibiya.foodre.jp/
http://www.shunju.com/ja/restaurants/tsugihagi/",,"싱글은 저녁, 점심, 점심, 데이트, 개인 실, 저녁 식사, 고기, 엔터테인먼트, 와인, 페이 페이 포인트, 연말 파티, 새해 파티에 적합합니다.
다른 사용 장면을 참조하십시오",예,03-3595-0511,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000010835/archive/2465389-612cbc9df0ec5.jpg,,,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
숨는 곳",,사용 가능한 예약,,"불가능합니다
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",불가능합니다,,,프로젝터와 휴대품 룸이 있습니다,,,,,,
