restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,cooking_specialties,drinking_specialties,reservation,usage_scenes,child_friendly,wifi_available,phone_number,video,ic_card_payment,instagram,remarks,lecture,available_drinks,waiting,service,dress_code,pet_friendly,power_supply_available,additional_equipment,twitter,foreign_language_support,facebook,beer_maker,인근 시설
九州居酒屋 かてて 京橋店,Kyushu Izakaya Katate Kyobashi 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000843034/,03-3562-0633,Izakaya 일본 요리 아침 식사 뷔페 kyushu 요리,"[월요일부터 금요일까지]
아침 6 : 30-9 : 30
점심 11:00-15:00 L.O. 14:30","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
새해 휴가 : 2021 년 12 월 30 일 -2022 년 1 월 3 일","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex",PayPay,"3-6-7 Kyobashi, Chuo-Ku, 도쿄 APA 호텔 Ginza Kyobashi 1f
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 2 분 거리 (87m)
도쿄 메트로 긴자 라인 / 교오바시 (도쿄) 역 (97m)에서 도보 2 분
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 4 분 거리 (290m)",없음,28 석,예,"예
(흡연은 점심 시간과 다른 시간에 따라 완전히 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명",,우리는 야채 요리와 생선 요리에 대해 특히 알고 있습니다,사케와 쇼치,사용 가능한 예약,"점심으로 점심으로 흠뻑 젖은 연회와 음주 파티 싱글 싱글 싱글 파티 환영 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 와인을 마시는 아이들과 함께 즐거운 와인을 즐길 수 있습니다.
다른 사용 장면을 참조하십시오",예,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000843034/archive/1042602-5d3f110dea69a.jpg,,,,,2 시간 반 동안 마실 수있는 모든 것,차분한 분위기,"놀라운 응답 가능
축하 가능성",,,,,,"영어
언어 지원 메뉴가 있습니다",https://www.facebook.com/kyushu Izakaya-katete-326385070830856/,,
焼肉ビストロ 牛印 京橋エドグラン店,Yakiniku Bistro Gyuin Kyobashi Edgran 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100001311740/,03-3516-1729,야키니 쿠 스테이크 비스트로,"[하루 종일]
점심 11:00-15:00 L.O. 14:30
저녁 식사 17:00-23:00 L.O. 22:00",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,"Kyobashi Edgran B1F, 2-2-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (67m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (320m)",,58 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 연회 및 음주 파티, 개인 객실, 단일 방, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 쌀, 고기, 비 흡연, 개인 실, 세련된 객실, 세련된 개인 객실, 세련된 개인 객실
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33031110.jpg,,,,,,,,,,,,,,,,
木村屋本店 東京駅八重洲J,기무라 야 본점 도쿄 역 Yaesu J.,https://retty.me/area/PRE13/ARE15/SUB1501/100001320648/,03-3272-7536,이자카야 해산물과 해산물 야키토리,"[월요일 ~ 목요일]
저녁 식사 16:00-4:00
[금요일, 토요일, 휴일 전]
저녁 식사 16:00-5:00
[일요일과 휴일]
저녁 식사 16:00-23:00","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Yaesu Koyama 빌딩 1f, 3-3-3 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (200m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (260m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (360m)",,130 석,예,"예
(외부에 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,,,"솔로 손님을 대상으로 이용할 수있는 모든 곳에서 이용할 수있는 전부 당신의 사기꾼 크리스마스 저녁 식사 쌀을 흡연 할 때까지 크리스마스 저녁 식사 쌀을 흡연 할 때까지 세련된 개방
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001320648/archive/179561-58e32802e6c79.jpeg,,,,,,,,,,,,,,,,
個室×日本酒バル 魚の目利き 八重洲店,개인 실 X -SAKE BAR FISH 안목있는 Yaesu 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100001293916/,03-3277-6160,이자카야 해산물과 해산물 술 바,"[하루 종일]
저녁 식사 17:00-24:30 L.O. 23:30
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","불규칙한 휴일
다른 사람들은 불규칙적으로 폐쇄됩니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Masya Building 7f, 3-2-16 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (200m)
JR Yamanote Line / 도쿄 역에서 도보 3 분 (220m)
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (360m)","없음
근처 (할인 없음) 사용 가능","50 석
(소파 좌석 이용 가능. 개인 테이블 룸 이용 가능 (30-40 명/문 및 벽의 경우 1 룸/) 개인 테이블 룸 (2 룸/16-25 명/문 및 벽 용) 개인 테이블 룸 (1 룸/5-8 명/문 및 벽의 경우 1 룸/5-8 명/문 및 벽) 이용 가능 (10-12 명/도어 및 벽) 이용 가능 (2-4 인용 객실)",,"예
(available 흡연 분리는 개인 실에서 이용할 수 있습니다. 언제든지 저희에게 연락하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 40 명
제한된 수의 사람들이 임대 할 수있는 제한된 수 (좌석) : 45 명
예약 할 수있는 사람의 수에 대한 최저 한도 (독점 식사) 45 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사 식사) : 60 명",https://r.gnavi.co.jp/j3xvbnxu0000/,"우리는 야채 요리, 고기 요리, 생선 요리, 식품 생산 공간, 유기농 야채 및 매장 내 준비에 특히","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",예,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36210510.jpg,,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔에 대한 All-You-Can-Drink, All-You-Can-Drink 코스에는 5,000 엔세를위한 All-You-Can-Drink가 포함되어 있습니다. 2 시간 넘게 all-you-can-drink, 3 시간 넘게 끊임없이 마시면","개방성이 있습니다
활발한 상점
차분한 분위기","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",없음,불가능합니다,불가능합니다,,,,,,
CroatiaRestaurant Dobro,크로아티아 레스토랑 Dobro,https://retty.me/area/PRE13/ARE15/SUB1501/100000009306/,03-5250-2055,서양식 식당 바,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 18:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17 : 30-22 : 00 L.O. 21:00","불규칙한 휴일, 매월 첫 번째 월요일","점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔",Amex,PayPay,"Hitachi Dai-6 건물, 2-6-14 Kyobashi, Chuo-Ku, 도쿄 1F2F
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 2 분 거리 (94m)
도쿄 메트로 긴자 라인 / 교오바시 (도쿄) 역 (98m)에서 도보 2 분
도쿄 메트로 유라 커코 라인 / 6 분 Ginza 1-Chome Station (420m)",,"60 석
(2 층은 반 개인 방처럼 보입니다)",없음,"불가능합니다
(흡연 별도)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 데이트, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 음료 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 점심 날짜, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33885680.jpg,,,,,,,,,,,,https://x.com/croatiadobro,,https://www.facebook.com/restaurantdobro,,
良庭,좋은 정원,https://retty.me/area/PRE13/ARE15/SUB1501/100000798962/,03-3271-7383,일본 요리 사시미,"[월요일부터 금요일까지, 휴일 전, 휴일 전]
점심 11 : 15-14 : 00 L.O. 13:30
[월요일, 수요일, 금요일, 휴일 및 휴일 전]
저녁 식사 17:30-22:00 L.O. 21:30",매주 일요일마다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Furuyama Building B1F, 3-7-9 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (170m)
Toei Asakusa Line / Takaramachi (도쿄) 역 6 분 (410m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 저녁 식사, 쌀, 흡연, 급여 지불 지불 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28592019.jpg,,,,,,,,,,,,,,https://www.facebook.com/nihonbashiyyoshiba/,,
シェ・イノ,체 이노,https://retty.me/area/PRE13/ARE15/SUB1501/100000015541/,03-3274-2020,프랑스 요리 훈제 해산물,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
점심 11 : 30-14 : 00 L.O. 14:00
저녁 식사 18:00-21:00 L.O. 21:00","매주 일요일
LO 30 분 전에 마지막 항목
당신은 lo 후에 편안한 식사를 즐길 수 있습니다","점심 : ~ 15,000 엔
저녁 식사 : ~ 60,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Meiji Kyobashi Building 1f, 2-4-16 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 교오바시 (도쿄) 역 (90m)에서 도보 2 분
JR Yamanote Line / 도쿄 역에서 도보 4 분 (300m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 4 분 (310m)",,64 석,"예
(술집 카운터이기 때문에 식사는 불가능합니다.)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.chezinno.jp/,,,,"점심, 데이트, 결혼 기념일, 개인 객실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 쌀, 생일, 개인 객실 점심, 개인 객실 날짜, 점심 날짜
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36754107.jpg,,,,,,,,,,,,,,,,
炭火焼ホルモン ぐう本店,숯 구이 호르몬 GU 메인 스토어,https://retty.me/area/PRE13/ARE15/SUB1501/100000448818/,03-5255-3729,"야키니쿠, 쇠고기 혀, 사시미, 호르몬","[태양, 월요일부터 금요일, 토요일]
 17:00-23:00 L.O. 22:00
봐라. 요리 22:00 음료 22:30","하루 종일 개점
[새해 휴일] 12/31-1/4","점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-7-3 Yaesu, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (110m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (280m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (290m)",,"36 석
(8 개의 카운터 좌석, 28 개의 테이블 좌석)","예
(8 개의 카운터 좌석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.gu-horumon.com/,,,,"날짜 연회 및 음주 파티 작별 파티를 환영 파티 연말 파티 연말 파티를 마시는 새해 파티를 마시는 와인 저녁 식사 쌀 고기 비 흡연 지불 이용 가능한 세련된 Merikuri 크리스마스 2024 성인의 연말 파티 성인 새해 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/36110851.jpg,,,,,,,,,,,,,,https://www.facebook.com/horumon.gu,,
明治屋ワイン亭,Meijiya Winetei,https://retty.me/area/PRE13/ARE15/SUB1501/100001294742/,03-3271-1879,와인 바 프랑스 요리,"[월요일부터 금요일까지]
점심 11:30-13:30 L.O. 13:00
저녁 식사 17:00-21:30 L.O. 20:00
마감 시간은 하루에 따라 다를 수 있습니다
현재 예약은 코스 식사에만 사용할 수 있습니다.
오후 5 시부 터 오후 8 시까 지 예약을 할 수 있습니다.",매주 토요일마다 일요일 휴가,"저녁 식사 : ~ 15,000 엔","비자
마스터 카드
식당
JCB",,"Kyobashi Edgran, 2-2-1 Kyobashi Chuo-Ku, 도쿄, 1 번째 지하실
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (67m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (320m)","예
근처 (할인 없음) 사용 가능",20 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,https://www.meidi-ya.co.jp/winetei/,"우리는 야채 요리, 고기 요리, 수입 재료 및 현지에서 생산 된 재료에 특히 도움이되며 요리사는 유명한 식당에서 훈련을 받았으며 매장 내에서 준비했습니다.",와인이 있습니다,사용 가능한 예약,"점심, 와인, 주차, 개인, 저녁 식사, 쌀, 금연, 세련된 점심, 세련된, 고급스러운 크리스마스, 크리스마스 2024, 성인 연말 파티, 성인 새해 파티
다른 사용 장면을 참조하십시오",불가능합니다,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28261765.jpg,Suica,,"*COVID-19의 확산을 방지하기 위해, 우리는 감소 된 좌석에서 작동하고 있습니다.
우리는 당신의 이해에 감사드립니다.","5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.",,"개방성이 있습니다
천장이 높습니다
차분한 분위기
숨는 곳
골목을 향합니다","놀라운 응답 가능
축하 가능성
소믈리에가 있습니다",없음,불가능합니다,,,,언어 지원 메뉴가 있습니다,https://www.facebook.com/mywinetei/,,
BEEFTRO by La Coccinelle,La Coccinelle의 Beeftro,https://retty.me/area/PRE13/ARE15/SUB1501/100000838158/,03-6262-5564,비스트로 프랑스 요리 카페,"[월요일부터 금요일, 토요일, 휴일]
점심 11:30-14:30 L.O. 14:30
저녁 식사 18:00-22:00 L.O. 22:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",Amex,PayPay,"도쿄 스퀘어 가든 B1F, 3-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (58m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",,28 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 연회 및 음주 파티, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 세련된, 저녁, 쌀, 비 흡연, 개인 객실, 스타일리시 한 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34621686.jpg,,,,,,,,,,,,,,https://www.facebook.com/french.table.la.coccinelle/,,
大衆食堂フクロウ,인기있는 식당의 올빼미,https://retty.me/area/PRE13/ARE15/SUB1501/100000856574/,050-5462-2999,이자카야는 식사 세트,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:30-22:00 L.O. 21:30","매주 토요일마다 일요일 휴가
우리는 새해 공휴일, Golden Week 및 Obon Holidays 기간 동안 휴가 기간이 있습니다.
자세한 내용은 소셜 미디어를 확인하십시오.","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Kyobashi Om Building 1f, 1-19-8 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (190m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 6 분 거리 (410m)
도쿄 메트로 히비야 라인 / 도쿄 (도쿄) 역에서 도보 6 분 (430m)",없음,64 석,없음,"연기 분리
(외부 외부 흡연 및 흡연 구역 없음)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
임대 할 수있는 제한된 수의 사람들 (좌석) : 72 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 100 명","[공식적인]
https://kyobashi-fukuro.foodre.jp/","우리는 야채 요리, 고기 요리, 생선 요리, 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 소녀의 밤, 아이들과의 재미, 독신자, 저녁 식사, 데이트, 결혼식, 파티, 그룹 데이트, 환영 파티, 비영리, 점심 날짜, 점심 소녀 밤, 급여 지불 지불, 새해 파티, 성인 연말 파티, All-You-you-can-drink
다른 사용 장면을 참조하십시오",예,없음,03-6228-6696,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100000856574/archive/302610-642d1eb299a73.png,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay",https://www.instagram.com/kyobashi_fukuro/,"QR 코드 결제
 Rakuten Pay, AU Pay, Merpay (D Pay)

i c
Pasmo ID","4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.","4,000 엔에서 4,999 엔으로 인한 싱글 링크와 5,000 엔 이상을위한 모든 싱크 링크, 2 시간 동안 전세계 점점을 포함하는 코스가 포함되어있는 코스가 있습니다.","개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
숨는 곳",테이크 아웃 가능성,없음,"불가능합니다
상점 밖에서 이용 가능하면 물이 제공 될 수 있습니다",불가능합니다,프로젝터 포함,,,,,
