restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,video,instagram,foreign_language_support,qr_code_payment,facebook,remarks,additional_equipment,twitter,beer_maker,온라인 예약
三九厨房 有楽町店,Sankuchibo Yurakucho 매장,https://retty.me/area/PRE13/ARE15/SUB1504/100001670887/,050-5462-7794,이자카야,"[월요일부터 금요일까지]
 11:00-15:00
 17:00-5:00
[토요일/휴일]
 11:00-5:00
[낮]
 11:00-23:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Quicpay","3-6-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (49m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (50m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)","없음
근처 (할인 없음) 사용 가능","240 석
(개인 실, 2 명이있는 테이블, 커플이있는 테이블, 움직일 수있는 테이블이있는 둥근 테이블)",없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",예,"[공식적인]
https://sankyu-chubo-yurakucho.foodre.jp/","3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","3,000 엔에서 3,999 엔으로 인한 싱글 링크와 4,000 엔에서 4,999 엔을 포함한 코스와 5,000 엔 이상을위한 모든 싱크 링크를 포함하는 코스가 포함 된 코스가 포함되어 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 현지에서 생산 된 재료, 채식 메뉴, 매우 매운 메뉴, 요리사는 해외 훈련 경험을 가지고 있으며 요리사는 유명한 식당에서 훈련 경험을 가지고 있으며, 유명한 요리사가 요리 한 요리사가 준비되었으며, 매장 내에서 준비했습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"저녁 식사, 식사, 환영 파티, 모든 링크, 연회 및 음주 파티, 작별 파티, 개인 객실, 약혼 저녁 식사 파티, 솔로 손님, 음료수, 주차, 어린이와 함께 즐기기, 영어 사용 가능, 첫 번째 열차까지 개장하십시오.
다른 사용 장면을 참조하십시오","개방성이 있습니다
활발한 상점
골목을 향합니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,예,불가능합니다,예 (무료),예,03-6665-9771,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001670887/Archive/286891-633EB164DFD0D.JPG,,"영어 중국어
언어를 말할 수있는 직원이 있습니다",PayPay,,,TV 및 모니터 사용 가능,,,
マヌエル タスカ ド ターリョ 丸の内,Manuel Tasca do Taryo Marunouchi,https://retty.me/area/PRE13/ARE15/SUB1504/100000039863/,03-522-5055,와인 바 와인 바 스테이크 기타,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[하루 종일]
저녁 식사 18:00-22:00 L.O. 21:00
[태양, 토요일, 휴일]
점심 11 : 30-15 : 00 L.O. 14:00
팔리 자마자 끝납니다",새해 휴일 (확인하십시오),"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",,"신 도쿄 건물, 3-3-1 마루치치, Chiyoda-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (55m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (180m)","예
특별 P 사용 가능","34 석
(6 개의 카운터 좌석, 28 개의 테이블 좌석)",예,"불가능합니다
흡연실 사용 가능
(흡연실은 상점에서 완전히 금연합니다. 흡연실은 건물의 같은 층에 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://manuel.jp/manuelmarunouchi/,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.",,"우리는 고기 요리, 생선 요리, 매장 내에서 준비된 것입니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심 와인 음주 비 흡연 페이 페이 지불 이용 가능한 페이 페이 포인트 온라인 예약 이용 가능 연말 파티 파티 점심 식사 저녁 식사 작별 파티 파티 개인 룸
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성",,,,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000039863/archive/2750861-62abffb832db.jpeg,,,PayPay,,다양한 QR 코드 결제가 가능합니다,,https://x.com/manuel_maru,,
MARUNOUCHI BASE,마루 우치베이스,https://retty.me/area/PRE13/ARE15/SUB1504/100001555587/,050-5262-5425,"스테이크, 햄버거, 이자카야","[하루 종일]
점심 11:00-15:00 L.O. 14:30
저녁 식사 15:00-28:00 L.O. 27:00
*마지막 음료 주문은 마감 시간 30 분 전입니다.
유휴 시간이 없습니다

*업무 시간 이전에도 연회를 이용할 수 있습니다!
*공식 웹 사이트에는 이해하기 쉽고 큰 거래가 포장되어 있습니다! 아래의 ""홈페이지""를 방문하십시오",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Nanaco, Rakuten Edy, Waon, Quicpay","Marunouchi Terrace 1 및 2F, 1-3-4 Marunouchi, Chiyoda-Ku, 도쿄, 리셉션 1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 오타 마시 스테이션의 B1B 출구에 직접 연결
JR 도쿄 역에서 도보 3 분 (Marunouchi North 출구)
Toei Mita 라인의 Otemachi 역에 직접 연결, B1B 출구

■ 버스 정류장에서 접근
Ryobi Holdings Mamakari 라이너 Kurashiki/Okanama-Tokyo 역 Yaesu-Dori Line Tokyo Office 2 분 도보 (150m)
Hocho Transportation Hagi, Yamaguchi, Hofu, Hofu, Tokuyama, Iwakuni, 도쿄에서 2 분 동안 도코 도코, 도쿄 스테이션에서 도보로 2 분
코난 버스 애플 도쿄 역",,"333 석
(150 명 [좌석] 200 명 [스탠딩] - 개인 (개인 수 : 28-150 명 / 80-200 명) - 개인 실 (1 객실, 최대 15 명) - 테이블 좌석 사용 가능 - 테라스 좌석 사용 가능 - 방벽이없는 - 소파 좌석 이용 가능)",예,"불가능합니다
(완전히 금연 (흡연 부스 : 상점 내부))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://marunouchibase.foodre.jp/
https://marunouchibase.dkdining.com/",,,,,,"연회 및 음주 파티 점심 저녁 식사 고기 페이 페이 지불 이용 가능 PayPay Point 온라인 예약 이용 가능 연말 파티 새해 파티 개인 방 작별 파티를 환영하는 인기있는 식당 마시는 파티
다른 사용 장면을 참조하십시오",,,,예,,,,050-2018-8952,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001555587/archive/317282-6539d5d561353.jpg,,,PayPay,,"dpay/aupay/line pay/rakuten pay/merpay/alipay/wechat pay/paypay/id/운송 IC
아이들을 데려 올 수 있습니다

사용 가능한 지불
dpay/aupay/line pay/rakuten pay/merpay/alipay/wechat pay/paypay/id

좌석 수수료가 있습니다. (코스 당시 가격에 포함)",,,,
Cantinetta Buzz 丸の内,칸 티 네타 버즈 마루치,https://retty.me/area/PRE13/ARE15/SUB1504/100000746160/,050-5304-2425,이탈리아 요리 카페 와인 바 이탈리아 바,"[하루 종일]
점심 11:00-15:00 L.O. 14:00
[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
저녁 식사 17:00-22:00 L.O. 21:00","불규칙한 휴일
시설과 동일합니다
임시 폐쇄 : 8 월 1 일 (월), 8 일 (월), 15 일 (월), 22 번째 (월), 29th (월), 2022 (월)","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Quicpay","Marunouchi Building 5F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (58m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (210m)",없음,"54 석
(테이블 시트를 사용할 수 있습니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명","[공식적인]
https://cantinettabuzz-marunouchi.foodre.jp/
https://www.aquaplannet.com/brands/cantinetta-buzz/shops/marunouchi/","5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"저녁 식사, 저녁 식사, 저녁 식사, 마시는 와인, 개인 실, 비 흡연, 생일, 개인 실, 점심, 개인 실, 점심 날짜, 점심, 쿠폰 제공, 급여표 포인트 받기, 온라인 예약 가능, 연말 파티, 크리스마스 저녁 식사
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성",,,불가능합니다,,예,03-6269-9155,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000746160/archive/3305029-663adc0b2a01a.jpg,,,,,,,,,
ANTIBES,항체,https://retty.me/area/PRE13/ARE15/SUB1504/100000013572/,050-5462-8201,이탈리아 요리,"[월요일부터 금요일까지]
점심 11:00-14:30 L.O. 14:00
[하루 종일]
저녁 식사 17:30-22:00 L.O. 21:30
[태양, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:00
팔리 자마자 끝납니다
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","불규칙한 휴일
Marunouchi Brick Square와 동일합니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Marunouchi Bricks Square 2F, 2-6-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 4 분 거리 (260m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (420m)
JR Yamanote Line / 도쿄 역에서 도보로 6 분 (420m)","예
특별 P 사용 가능","50 석
(표 18 테이블)","예
(카운터에서 4 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",예,"https://antibes.foodre.jp/
https://www.antibes-tokyo.jp/marunouchi/","2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스 및 8,000 엔 코스가 있습니다.",,"우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.",와인이 있습니다,사용 가능한 예약,"점심, 개인 객실, 데이트, 엔터테인먼트, 저녁 식사, 고기, 싱글 링크, 연회 및 음주 파티, 약혼 저녁 식사 파티, 싱글 OK, 작별 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 자녀와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","보기가 좋습니다
풍경은 아름답습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다","놀라운 응답 가능
축하 가능성
소믈리에가 있습니다",평상복,예,,,없음,03-6269-9166,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000013572/archive/1090605-5d6903053cc73.jpeg,https://www.instagram.com/antibes_tokyo,,PayPay,,"● 아이들과 함께
이것은 중학교 고등학생들만 이용할 수 있으며 그 이상은 코스 식사를 ​​스스로 즐길 수 있습니다.
● 복장 규정
*허용되지 않음 : 남자 샌들, 반바지",,,,
酒蔵レストラン宝 東京国際フォーラム店,Sake Brewery Restaurant Takara Tokyo International Forum Store,https://retty.me/area/PRE13/ARE15/SUB1504/100000002089/,03-5223-9888,Izakaya 일본 요리 Kaiseki 요리,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17:00-22:00 L.O. 21:00
[토양]
점심 11:30-15:00 L.O. 14:30","매주 일요일
12/31에서 1/4로 폐쇄되었습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",예,,"도쿄 국제 포럼 B1F, 3-5-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (110m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (140m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)",,"120 석
(10 명 이상이 사용할 수 있습니다.)",예,"예
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.musshu.jp/takara/,,,,,,"엔터테인먼트, 솔로, OK, 쌀, 점심, 개인 실, 음료수, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 쿠폰 이용 가능, 크래프트 맥주, PayPay Payment, Paypay Points, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/10000002089/archive/109632-5861d6279ca1a.jpg,,,PayPay,,,,,,
たこ焼き酒場なにわ,"타카 요아키 바, 나니와",https://retty.me/area/PRE13/ARE15/SUB1504/100001771892/,050-5462-8035,이자카야 타카 요아키 카라 지,"[하루 종일]
 12:00-23:00 L.O. 22:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-10-12 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (110m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보 5 분 (380m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (380m)",없음,34 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,"[공식적인]
https://takoyakisakaba-naniwa.foodre.jp/",,,,"맥주, 쇼치, 칵테일",사용 가능한 예약,"점심, 점심, 솔로, 저녁 식사, 급여 지불 지불 가능, Paypay Points, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,,,,,,없음,03-6275-6730,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001771892/archive/3554013-67d98a38ff45.jpg,https://www.instagram.com/takoyaki_naniwa/,,PayPay,,,,,,
ジャンピングパンダ,점프 팬더,https://retty.me/area/PRE13/ARE15/SUB1504/100001560606/,050-5462-6149,중국 요리 딤섬 / 딤섬 볶음밥 이자카야 사천 요리,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:30-22:30 L.O. 22:00
[태양, 토요일, 휴일]
점심 12:00-16:00 L.O. 16:00
저녁 식사 16:00-21:30 L.O. 21:00
저녁 식사는 2 시간 동안 이용할 수 있습니다.
주말과 공휴일 내내 문을 엽니 다.
저녁 식사 메뉴는 오후 4 시로 전환됩니다.",건물과 비슷합니다. 새해 휴가를 위해 문을 닫았습니다.,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1F Marunouchi Terrace, 1-3-4 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 1 분 (49m)
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)",예,"52 석
(28 개의 테이블 좌석, 8 개의 카운터 좌석, 16 개의 테라스 좌석)",예,"(건물의 흡연실을 이용할 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,,,,,,,"소녀의 밤, 점심, 데이트, 솔로, 저녁 식사, 저녁, 애프터 파티, 테라스, 환영 파티, 새해 파티, 와인, 점심 날짜, 여자 밤, 세련된 점심, 캐주얼
다른 사용 장면을 참조하십시오",테라스가 있습니다,,,,,,없음,03-6206-3920,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001560606/archive/3007188-64104c57c02db.png,https://www.instagram.com/jumpingpanda.marunouchi/,,,https://www.facebook.com/jumpingpanda.marunouchi,,,,,
全席個室 じぶんどき丸の内センタービル店,모든 좌석은 Jibundoki Marunouchi Center 건물에 있습니다,https://retty.me/area/PRE13/ARE15/SUB1504/100001765030/,050-5462-7347,Izakaya 크리에이티브 요리 일본 요리,"[월요일부터 금요일까지]
 11:00-14:30 L.O. 14:00
 17:00-23:00 L.O. 22:00
*마지막 음료 주문은 마감 시간 30 분 전입니다.
*업무 시간 이전에도 연회를 이용할 수 있습니다!",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Marunouchi Center Building B1F, 1-6-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (89m)
JR Yamanote Line / 도쿄 역에서 도보 2 분 (140m)","없음
근처 (할인 없음) 사용 가능",179 석,없음,"불가능합니다
(건물에서 이용 가능한 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,사용 가능한 예약,"점심, 저녁 식사, 저녁 식사, 연회, 마시는 파티, Paypay Points 온라인 예약 가능, 캐주얼, 개인 객실
다른 사용 장면을 참조하십시오",,,,,,,예,050-2018-8901,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001765030/archive/3521519-5ca1c26b97f8b.jpg,,,,,,,,,
アンティカ・オステリア・デル・ポンテ,Antica Osteria del Ponte,https://retty.me/area/PRE13/ARE15/SUB1504/100000055567/,03-5220-4686,이탈리아 요리 서부 요리 프랑스 요리,"[하루 종일]
점심 11:30-15:00 L.O. 13:30
저녁 식사 17 : 30-22 : 00 L.O. 19:30","하루 종일 개점
・ 시설과 동일합니다","점심 : ~ 10,000 엔
저녁 식사 : ~ 30,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Rakuten Edy, Quicpay, AU 지갑","Marunouchi Building 36F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (190m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (280m)
JR Yamanote Line / Yurakucho 역에서 도보로 9 분 (650m)","예
이웃 P (할인) 사용 가능",50 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://antickaosteriadelponte-marunouchi.foodre.jp/
https://www.anticaosteriadelponte.jp/","8,000 엔 이상의 코스",,"우리는 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 알레르기가있는 고객을 수용 할 수 있으며, 요리사가 해외에서 훈련을 받고, 요리사가 유명한 레스토랑에서 훈련을 받고, 유명한 요리사가 준비했으며, 요리사가 매장 내 요리사를 수용 할 수 있습니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 저녁 식사, 와인 마시는 크리스마스 저녁 식사, 비 흡연, 개인 점심, 개인 객실, 점심 날짜, 기념일, 개인 실, Paypay Points 온라인 예약 가능, 연말 파티, 새해 파티, 크리스마스 2024
다른 사용 장면을 참조하십시오","보기가 좋습니다
풍경은 아름답습니다
천장이 높습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","축하 가능성
휴대품 룸이 있습니다
소믈리에가 있습니다
복장 규정 포함",반 공식,불가능합니다,,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/10000055567/archive/2840003-631949bddf6b3.jpg,https://www.instagram.com/antica_osteria_del_ponte_tokyo,"영어 이탈리아어
직원과 함께 언어 지원 메뉴가 있습니다",,https://www.facebook.com/profile.php?id=100006362484847439,,,,,
マンゴーツリートウキョウ,망고 트리 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100000000087/,03-5224-5489,태국 음식 식당 바 점심 뷔페 뷔페 pak chi 음식,"[월요일부터 금요일까지, 휴일]
점심 11:00-15:00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 21:30
[태양/토요일]
점심 11:00-15:30 L.O. 14:30
[일요일과 휴일]
저녁 식사 17:00-22:00 L.O. 21:00","하루 종일 개점
새해 휴일 (확인하십시오)
시설과 동일합니다
marubiru의 정기 휴일과 동일합니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Marunouchi Building 35F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (21m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (240m)","예
이웃 P (할인) 사용 가능","100 석
(서리가 달린 유리로 분리 될 수있는 반 개인 객실이 있습니다 (자세한 내용은 상점에 문의))",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,"[공식적인]
https://mangotreetokyo-marunouchi.foodre.jp/
https://www.arclandservice.co.jp/mangotree/
https://www.tablecheck.com/ja/shops/mangotreetokyo/reserve","8,000 엔 이상의 코스",,,"맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"데이트 여자 야간 파티 전까지 마시는 연회 및 음료 아름다운 야간보기 레스토랑 크리스마스 저녁 식사 연말 파티 새해 파티 세련된 아침 식사 비 스며 든 개인 방 점심 날짜 점심 소녀 파티
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
상단에 있습니다
상업용 시설에 위치합니다","축하 가능성
소믈리에가 있습니다
테이크 아웃 가능성
배송 가능",없음,"예
초등학생들은 환영합니다",불가능합니다,불가능합니다,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/10000000087/archive/2802135-62eb9d1882366.jpg,,"영어
언어 지원 메뉴가 있습니다",PayPay,,,,https://x.com/mangotree_jp,,
