restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,wifi_available,phone_number,foreign_language_support,video,twitter,remarks,power_supply_available,additional_equipment,facebook,ic_card_payment,instagram,beer_maker,온라인 예약
晴れる屋 池袋店,Hareruya Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100001758073/,050-5462-7931,이자카야 해산물과 해산물,"[하루 종일]
 12:00-0:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Sun Palace Building 7f A, 1-27-8 미나리 마이키 부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 8 분 (590m)","없음
근처 (할인 없음) 사용 가능",40 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://hareruya-ikbukuro.foodre.jp/","4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","전산 된 가격 : 1,000-1,999 엔, 4,000-4,999 엔 (4,000-4,999 엔), 5,000 엔 이상의 싱크 링크, 2 시간 동안 완전히 흠뻑 젖은 링크, 3 시간 이상 만약을 3 시간 이상","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"개인 룸 저녁 식사 싱글 사람 OK 라이스 환영 파티 점심 점심 Shochu 음료 Sake Get PayPay Points 온라인 예약 가능
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,,,없음,03-4226-2002,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001758073/archive/3552174-67d7814c2b28e.jpg,,"[Hareruya Ikebukuro Store를 방문하는 모든 고객에게 통지]
다음 예방 조치를 읽은 고객만이 저희 매장에서 예약 할 것입니다.
우리는 귀하가 예약 할 때 다음 정보에 동의했다고 생각하므로 귀하의 이해와 협력에 감사드립니다.

∎ 우리 가게는 공휴일 전날, 금요일, 토요일 및 휴일에 2 시간 동안 우리와 협력 해달라고 요청합니다.
시간이 짧을지라도 모든 직원이 고객이 Hareruya Ikebukuro 지점의 식사 및 서비스에 만족하도록 최선을 다할 것입니다.

짐 각 미디어 [변경 시간] 또는 [한 번 취소 후 예약]을 사용하여 온라인 예약을하려면 전화로 문의하여 변경 사항을 알려주십시오. 예약을 변경하기 위해 전화로 저희에게 연락하지 않으면 당사는 귀하에게 알려주지 않을 수 있습니다. 이해 해주셔서 감사합니다.

좌석이 바쁠 때 요청을 충족시키기 위해 SEA 유형을 사용할 수 없습니다.
개인 실을 원하시면 확인을 요청하십시오.
예약을하는 고객은 당일 사람들의 수에 적합한 좌석 유형 (테이블, 개인 실, 개인)으로 초대됩니다. 이해 해주셔서 감사합니다.",,프로젝터 포함,,,,,
晴れる屋 池袋店,Hareruya Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100001758073/,050-5462-7931,이자카야 해산물과 해산물,"[하루 종일]
 12:00-0:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Sun Palace Building 7f A, 1-27-8 미나리 마이키 부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 8 분 (590m)","없음
근처 (할인 없음) 사용 가능",40 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://hareruya-ikbukuro.foodre.jp/","4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","전산 된 가격 : 1,000-1,999 엔, 4,000-4,999 엔 (4,000-4,999 엔), 5,000 엔 이상의 싱크 링크, 2 시간 동안 완전히 흠뻑 젖은 링크, 3 시간 이상 만약을 3 시간 이상","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"개인 룸 저녁 식사 싱글 사람 OK 라이스 환영 파티 점심 점심 Shochu 음료 Sake Get PayPay Points 온라인 예약 가능
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,,,없음,03-4226-2002,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001758073/archive/3552174-67d7814c2b28e.jpg,,"[Hareruya Ikebukuro Store를 방문하는 모든 고객에게 통지]
다음 예방 조치를 읽은 고객만이 저희 매장에서 예약 할 것입니다.
우리는 귀하가 예약 할 때 다음 정보에 동의했다고 생각하므로 귀하의 이해와 협력에 감사드립니다.

∎ 우리 가게는 공휴일 전날, 금요일, 토요일 및 휴일에 2 시간 동안 우리와 협력 해달라고 요청합니다.
시간이 짧을지라도 모든 직원이 고객이 Hareruya Ikebukuro 지점의 식사 및 서비스에 만족하도록 최선을 다할 것입니다.

짐 각 미디어 [변경 시간] 또는 [한 번 취소 후 예약]을 사용하여 온라인 예약을하려면 전화로 문의하여 변경 사항을 알려주십시오. 예약을 변경하기 위해 전화로 저희에게 연락하지 않으면 당사는 귀하에게 알려주지 않을 수 있습니다. 이해 해주셔서 감사합니다.

좌석이 바쁠 때 요청을 충족시키기 위해 SEA 유형을 사용할 수 없습니다.
개인 실을 원하시면 확인을 요청하십시오.
예약을하는 고객은 당일 사람들의 수에 적합한 좌석 유형 (테이블, 개인 실, 개인)으로 초대됩니다. 이해 해주셔서 감사합니다.",,프로젝터 포함,,,,,
0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 池袋西口店,0 초 레몬 사워 센다이 호르몬 야키 니쿠 바 토키 쿠로 이키 부쿠로 서쪽 출구 지점,https://retty.me/area/PRE13/ARE662/SUB66201/100001594089/,050-5462-8175,이자카야 야키 니쿠 쇠고기 혀 호르몬,"[월요일부터 금요일까지]
저녁 식사 16:00-0:00 L.O. 23:00
[태양, 토요일, 휴일]
 12:00-0:00 L.O. 23:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Tagreat Ikebukuro 1-13-1 Nishi-Kikebukuro, Toshima-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 1 분 (17m)","없음
근처 (할인 없음) 사용 가능",62 석,예,"예
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,"[공식적인]
https://tokiwatei-ikebukuronishiguchi.foodre.jp/
https://zero-tokiwa.com/ikebukuronishiguchi/course/seat 전용 예약/","2,999 엔 미만, 3,000 엔 ~ 3,999 엔","999 엔 미만의 all-you-can-drink 가격, 2000 년에서 2999 엔, 1 시간 반 동안 all-you-can-drink",고기 요리 전문,"맥주, 사케, 쇼치, 위스키",사용 가능한 예약,"점심 모든 당신이 캔 먹는 점심 점심 아이들과 함께 즐기십시오. 아이들과 함께 즐기십시오. 저녁 식사 저녁 식사 흡연 all-you-can-drink 생일 소녀의 밤 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 주차 이용 가능 세련한 비 스며
다른 사용 장면을 참조하십시오","활발한 상점
골목을 향합니다","놀라운 응답 가능
축하 가능성",없음,예,불가능합니다,없음,03-6709-1474,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001594089/archive/3112027-64c0da7bd7c04.jpg,,급여 및 라인 급여 지불이 가능합니다,불가능합니다,,,,,,온라인 예약
串揚げとワイン 源,꼬치 및 와인 공급원,https://retty.me/area/PRE13/ARE662/SUB66202/100000008780/,03-5957-5005,Izakaya Skewerage 해산물과 해산물 햄버거,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일 및 공휴일]
 18:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
 12:00-15:00 L.O. 12:00",매주 수요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1F Misu Building, 2-11-5 Minami Ikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Toen Arakawa Line / Toden Zoshigaya Station에서 도보 6 분 (480m)
JR Yamanote Line / Ikebukuro 역에서 도보로 8 분 (590m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 역에서 도보 8 분 (620m)","없음
근처 (할인 없음) 사용 가능","28 석
((8 개의 카운터 좌석, 2 개의 테이블 좌석 x 1, 4 명 x 2, 4 명 x 1 타타미 룸 (개인 실) 4-8 명 x 1, 2 테라스 x 1))))",예,"불가능합니다
(흡연은 테라스에서 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",예,"[공식적인]
https://kushiageatowine-moto.foodre.jp/
http://izakaya-moto.jp/","5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스가 있습니다.",,"우리는 야채 요리, 생선 요리, 식품 생산 공간, 유기농 야채 및 매장 내 준비에 특히 도움이됩니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"날짜 연회 및 음주 파티 개인 방 참여 저녁 식사 파티 싱글 OK Entertainment Farewell 파티를 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 와인 주차장을 마시는 새해 파티
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳
테라스가 있습니다","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다
테이크 아웃 가능성",없음,"예
유아, 유치원 어린이, 초등학생을 환영합니다","예
상점 밖에서 사용할 수 있습니다",없음,,"영어
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000008780/archive/96228-5cff0012c87a6.png,https://x.com/kushihei,,예 (무료),,,,https://www.instagram.com/kushiage_moto_official,,
GINGER'S BEACH SUNSHINE,생강의 해변 햇살,https://retty.me/area/PRE13/ARE662/SUB66202/100001284526/,050-5304-5598,하와이 식당 바 이탈리아 캘리포니아,"[태양, 월요일부터 금요일, 토요일]
 17:00-22:00 L.O. 21:00
 11:00-15:00 L.O. 14:30",불규칙한 휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"선샤인 60, 59 층, 3-1-1 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / 히가시-비슷한 부쿠로 스테이션에서 도보로 4 분 거리 (290m)
Toei Toden Arakawa Line / Higashi-Kikebukuro 4-Chome Station에서 도보로 7 분 거리 (510m)
Toei Toden Arakawa Line / Toden Zoshigaya Station에서 도보 8 분 (590m)",예,"90 석
(개인 실 : 6 명 x 2, 최대 12 명, 개인 용량 : 최대 120 명)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://gingersbeach-sunshine.jp/ikebukuro/,,,,,,"점심, 저녁, 저녁 식사, 저녁 식사, 저녁 식사, 결혼 기념일, 결혼 기념일, 파티, 파티, 점심, 점심, 여자 야간 지불 이용 가능, 연말 파티, 크리스마스 저녁, 새해 파티, 세련된, 성인 데이트, 성인 새해 파티
다른 사용 장면을 참조하십시오",,,,,,예,03-6629-7165,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001284526/archive/266994-624e7a2ca2684.jpeg,,,,,,"Suica, Nimoca, Quicpay",,,
肉問屋直送 焼肉処蔵元,고기 도매업 자 야키니 쿠 상점에서 직접 배송되었습니다,https://retty.me/area/PRE13/ARE662/SUB66202/100001241648/,03-6907-3129,야키니쿠 테이크 아웃,"[태양, 월요일부터 금요일, 토요일]
저녁 식사 17:00-23:00 L.O. 22:30
[태양/토요일]
점심 12:00-14:30 L.O. 14:00","불규칙한 휴일
*우리는 새해 공휴일 동안 12 월 31 일부터 1 월 3 일까지 문을 닫습니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"비즈니스 vip ikebukuro 2f, 3-13-7 미나미 이케부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro Station (190m)에서 도보로 3 분 거리
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 (640m)에서 도보로 8 분
Toei Toden Arakawa Line / Toden Zoshigaya 역에서 도보로 9 분 (710m)",예,25 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"[공식적인]
https://yakinikudokoro-kuramoto.foodre.jp/",,,,,,"점심, 저녁 식사, 쌀, 고기, 금연, 급여 지불 지불, 세련된 지불금",,,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001241648/archive/3478883-675afb2155053.jpg,,,,,,"Suica, Quicpay",,,
晴れる屋 池袋店,Hareruya Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100001758073/,050-5462-7931,이자카야 해산물과 해산물,"[하루 종일]
 12:00-0:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Sun Palace Building 7f A, 1-27-8 미나리 마이키 부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (110m)
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 8 분 (590m)","없음
근처 (할인 없음) 사용 가능",40 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://hareruya-ikbukuro.foodre.jp/","4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","전산 된 가격 : 1,000-1,999 엔, 4,000-4,999 엔 (4,000-4,999 엔), 5,000 엔 이상의 싱크 링크, 2 시간 동안 완전히 흠뻑 젖은 링크, 3 시간 이상 만약을 3 시간 이상","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"개인 룸 저녁 식사 싱글 사람 OK 라이스 환영 파티 점심 점심 Shochu 음료 Sake Get PayPay Points 온라인 예약 가능
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,,,없음,03-4226-2002,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001758073/archive/3552174-67d7814c2b28e.jpg,,"[Hareruya Ikebukuro Store를 방문하는 모든 고객에게 통지]
다음 예방 조치를 읽은 고객만이 저희 매장에서 예약 할 것입니다.
우리는 귀하가 예약 할 때 다음 정보에 동의했다고 생각하므로 귀하의 이해와 협력에 감사드립니다.

∎ 우리 가게는 공휴일 전날, 금요일, 토요일 및 휴일에 2 시간 동안 우리와 협력 해달라고 요청합니다.
시간이 짧을지라도 모든 직원이 고객이 Hareruya Ikebukuro 지점의 식사 및 서비스에 만족하도록 최선을 다할 것입니다.

짐 각 미디어 [변경 시간] 또는 [한 번 취소 후 예약]을 사용하여 온라인 예약을하려면 전화로 문의하여 변경 사항을 알려주십시오. 예약을 변경하기 위해 전화로 저희에게 연락하지 않으면 당사는 귀하에게 알려주지 않을 수 있습니다. 이해 해주셔서 감사합니다.

좌석이 바쁠 때 요청을 충족시키기 위해 SEA 유형을 사용할 수 없습니다.
개인 실을 원하시면 확인을 요청하십시오.
예약을하는 고객은 당일 사람들의 수에 적합한 좌석 유형 (테이블, 개인 실, 개인)으로 초대됩니다. 이해 해주셔서 감사합니다.",,프로젝터 포함,,,,,
世界の山ちゃん 池袋北口店,세계의 산 Ikebukuro North Exit 매장,https://retty.me/area/PRE13/ARE662/SUB66201/100000454960/,03-5950-2205,이자카야 나베 테이크 아웃,"[월요일부터 금요일, 토요일, 휴일 전]
 17:00-23:30
[일요일과 휴일]
 17:00-23:00
자세한 내용은 공식 웹 사이트를 확인하십시오.",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
JCB",PayPay,"First Avenue 3F, 1-42-1 Nishi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro Station (190m)에서 도보로 3 분 거리",예,140 석,"예
(6)","불가능합니다
(모든 좌석은 금연하지 않습니다 [흡연 실 없음])
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명",,https://www.yamachan.co.jp/shop/tokyo/ikebukurokita.php,,,,,,"싱글 링크 파티 싱글 파티를위한 개인 실
다른 사용 장면을 참조하십시오",,,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000454960/archive/2188189-5ffd55d8030b6.jpg,,,,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca",,,
肉割烹 炙り炎,고기 카포 그릴,https://retty.me/area/PRE13/ARE662/SUB66201/100001558126/,03-3590-2941,카포/작은 식당 Yakiniku 쇠고기 요리,"[Sun, 화요일, 금요일, 토요일]
 18:00-4:00","매주 일요일
우리는 12 월에 휴일없이 열릴 것입니다. (비즈니스 시간 : 18 : 00-4 : 00 다음날)
우리는 새해 공휴일 동안 1 월 1 일부터 1 월 4 일, 1 월 10 일, 1 월 11 일까지 문을 닫습니다.","점심:-
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"3 차 Mineoka Building, 2-42-1 Ikebukuro, Toshima-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 4 분 거리 (270m)",없음,17 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,http://ww25.aburibi.com/?subid1240830-0907-594d-8895-0f793f5ce591,,,"우리는 야채 요리, 고기 요리 및 식품 생산 공간에 특히 적합하며 알레르기가있는 고객을 수용 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키",,"전산 된 링크 연회/음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다. 와인을 마실 수 있습니다. 첫 번째 기차 저녁 식사를 할 때까지 열린 곳을 열 수 있습니다.
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001558126/archive/2074035-5fab5833b940f.jpg,,,,,,,,,
はなの舞 池袋駅西口公園前店,Hanano Mai Ikebukuro Station West Exit Park Mae Branch,https://retty.me/area/PRE13/ARE662/SUB66201/100000121027/,03-5953-2070,이자카야 사시미,"[월요일부터 금요일까지, 휴일 전]
 11:30-23:30
[태양, 토요일, 휴일]
 12:00-23:00
*새로운 코로나 바이러스의 영향으로 인해 영업 시간과 공휴일은 나열된 것과 다를 수 있습니다. 방문 할 때는 사전에 상점에 확인하십시오.
[현재 개장 시간]
월요일부터 금요일과 11 : 30-23 : 30 전 휴가 전; 토요일, 일요일 및 휴일 : 12 : 00-23 : 00","하루 종일 개점
일년 내내 개장 : Ikebukuro의 서쪽 출구에서 퇴근 후 파티를 마시거나 친구들과 식사를하는 것과 같은 광범위한 경우에 권장되는 ""신선 및 생산 구역""에 중점을 둔 해산물 이자카야.","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Sanglow Building 1f, 1-10-8 Nishi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 1 분 (77m)",없음,215 석,,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://www.chimney.co.jp/,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2,999 엔 미만의 all-you-can-drink, all-you-can-drink 코스, 3,000 엔 -3,999 엔, All-You-can-drink 코스를 이용할 수 있습니다. 1.5 시간 동안 all-you-can-drink, 2 시간 동안 당신은 모두 당신을 마시고, 3 시간 이상 동안 당신을 다루는 것",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",,"점심 만세 연회/음주 파티 개인 실
다른 사용 장면을 참조하십시오",,놀라운 응답 가능,,예,,없음,,"영어
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34961019.jpg,,,,,,,,,
