restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,foreign_language_support,additional_equipment,video,qr_code_payment,store_website,instagram,remarks,인근 시설,twitter,beer_maker
フォカッチェリア ラ ブリアンツァ,FOCACCELAIA LA BRIANZA,https://retty.me/area/PRE13/ARE15/SUB1503/100001437502/,050-5462-7581,이탈리아 피자,"[하루 종일]
점심 11:00-15:00 L.O. 14:00
저녁 식사 17:00-22:00 L.O. 20:30",불규칙한 휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Rakuten Edy","2-5-1 Nihonbashi, Chuo-Ku, 도쿄 Nihonbashi Takashimaya New Building 6f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보 1 분 (60m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 6 분 (420m)","없음
특별 P, 이웃 P (할인) 사용 가능","72 석
(최대 80 명은 스탠딩 식사 (뷔페 스타일)를 사용할 수 있습니다.",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상","예
최대 2 명이 예약 할 수 있습니다 (스탠드 스탠딩 식사)",,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","전 만점 가격 : 1,000-1,999 엔, 4,000-4,999 엔 (4,000-4,999 엔), 5,000 엔 이상에서 온 올스크 링크, 2 시간 동안 2 시간 동안 2 시간 동안 2 시간 동안, 2 시간 동안, 3 시간 동안, 모두 3 시간 동안, 모두, 2 시간 동안, 싱글 링크를 다루고 있습니다. 3 시간 반 동안 만약을 모두 마시십시오","우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 수입 된 재료, 유기농 야채, 알레르기, 채식 메뉴, 어린이 메뉴, 초 매운 메뉴, 요리사가 해외에서 훈련을 받고, 유명한 식당에서 훈련을 받고, 유명한 요리사의 요리사, 주인, Chef, Chef, Chef와 함께 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"개인 객실 점심, 저녁 식사, 개인 실, 모든 객실, 연회, 연회 및 파티, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 주차장, 주차 가능
다른 사용 장면을 참조하십시오","천장이 높습니다
조용한 가게
차분한 분위기
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다
테이크 아웃 가능성",없음,"예
아이들은 환영합니다, 유치원 어린이는 환영 받고, 초등학생을 환영하고, 이유식을 가져오고, 어린이 메뉴를 이용할 수 있고, 알레르기 음식을 수용 할 수 있습니다",불가능합니다,예 (무료),없음,03-5542-1170,"영어
언어 지원 메뉴가 있습니다",프로젝터 포함,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001437502/archive/1055224-5d477fd872b19.jpg,,"[공식적인]
https://focaccerialabrianza-nihonbashi.foodre.jp/
http://www.la-brianza.com/",https://www.instagram.com/focaccerialabrianza/?hl=ja,,,,
日本橋 にぎやかにぎり 一,Nihonbashi Lively 1,https://retty.me/area/PRE13/ARE15/SUB1503/100001621116/,03-6262-1649,초밥,"[월요일부터 금요일까지]
점심 11:00-14:00 L.O. 13:30
저녁 식사 17:00-23:00 L.O. 22:00
[태양, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:30
저녁 식사 15:00-20:00 L.O. 19:00",불규칙한 휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",예,,"ICHI Toyo Building, 1-2-10 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 니혼 바시 (도쿄) 역에서 도보로 1 분 거리 (28m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (160m)","예
근처 (할인 없음) 사용 가능",27 석,예,"불가능합니다
(근처에 흡연 구역이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 30 명",,"2,999 엔 미만의 코스",2 시간 동안 당신이 다루는 것,우리는 생선 요리에 대해 특히 그렇습니다,"맥주, 사케, 쇼치, 와인, 위스키",사용 가능한 예약,"PayPay 지불 이용 가능 PayPay Points 온라인 예약 이용 가능 연말 파티 새해 파티 점심 식사 점심 식사 FAREWELL 파티 환영 파티 인기있는 식당 예약
다른 사용 장면을 참조하십시오",숨는 곳,테이크 아웃 가능성,,,,,예,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001621116/archive/3072968-647EDE607E09D.JPEG,PayPay,https://nihonmae1.wixsite.com/my-site,https://www.instagram.com/niginigi_1/,"우리는 다양한 연회와 개인 결혼식 애프터 파티를 받아들입니다.

개인 용도로 예약하려면 매장에 직접 문의하십시오.",,,
クラフトビアマーケット 三越前店,크래프트 맥주 시장 미츠코시마 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100000875600/,050-5462-7797,크래프트 맥주 바 이자카야 맥주 바,"[월요일부터 금요일까지]
점심 11:30-14:00
저녁 식사 17:00-23:00
[태양, 토요일, 휴일]
점심 11:00-14:15
저녁 식사 16:00-23:00
토요일, 일요일 및 휴일 : 카페 : 14 : 15-16 : 00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"Coredo Muromachi 3, 1f, 1-5-5, Nihonbashi Murachi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 2 분 (150m)
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보 4 분 (310m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보 6 분 (480m)",,40 석,예,"불가능합니다
(흡연은 외부에 있습니다. 상점 내부에서 흡연은 허용되지 않습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"5,000 ~ 5,999 엔 코스가 있으며 8,000 엔 코스가 있습니다.",,우리는 야채 요리와 생선 요리에 대해 특히 알고 있습니다,일본어를 사용할 수 있습니다,사용 가능한 예약,"점심, 저녁, 저녁 식사, 마시는 와인, 싱글, 엔터테인먼트, 엔터테인먼트, 작별 파티, 환영 파티, 체리 꽃보기, 체리 꽃보기, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 술 마시기, 아이들과 함께 즐기십시오
다른 사용 장면을 참조하십시오","숨는 곳
테라스가 있습니다","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",,예,,,,03-6262-3145,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000875600/archive/3534923-67c1b725dfeeb.jpg,,"https://craftbeermarket-mitsukoshosmae.foodre.jp/
https://www.craftbeermarket.jp/",,,,,
全席個室 ウメ子の家 日本橋八重洲店,모든 좌석 개인 실 UMEKO NO IE NIHONBASHI YAESU 지점,https://retty.me/area/PRE13/ARE15/SUB1503/100000014382/,050-5303-6134,이자카야,"[하루 종일]
 17:00-23:30 L.O. 22:30
*마지막 음료 주문은 마감 시간 30 분 전입니다.
*업무 시간 이전에도 연회를 이용할 수 있습니다!
*공식 웹 사이트에는 이해하기 쉽고 큰 거래가 포장되어 있습니다! 아래의 ""홈페이지""를 방문하십시오",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",예,,"Ema Tadashi Sakura Building, 3F, 2-3-18 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (220m)
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역 7 분 (530m)
JR Yamanote Line / 도쿄 역에서 도보로 8 분 (630m)",없음,88 석,,"연기 분리
흡연실 사용 가능
(좌석 외에도 상점 안에는 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다","ALL-YOU-CAN-DRINK 가격 : 2,000-2,999 엔, 2 시간 반의 반 시간",고기 요리 전문,맥주와 위스키가 있습니다,,"저녁 식사, 고기, 개인 실, 연회 및 음주 파티, 흡연 허용, 쌀, 연말 파티, 새해 파티, 작별 파티, 환영 파티, 쿠폰 가능, 급여표 포인트, 온라인 예약 가능, All-You-Can-Drink, Casual, Adult Date
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기","놀라운 응답 가능
축하 가능성",,,,,없음,050-2018-8852,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000014382/archive/2961097-63c8e5a1cd3d9.jpg,,https://umeko.dkdining.com/nihonbashi/,,"PayPay/dpay/aupay/line pay/rakutenpay/merpay/alipay/wechat pay/id
좌석 수수료가 있습니다. (코스 당시 가격에 포함)",,,
牛タンとおでん 山崎 八重洲本店,쇠고기 혀와 오덴 야마자키 야 에스 메인 매장,https://retty.me/area/PRE13/ARE15/SUB1503/100001732493/,050-5462-5811,이자카야,"[하루 종일]
 11:00-24:00
월요일부터 일요일, 공휴일 및 휴일 전날 : 다음 날 11:00-0:00 (요리 L.O. 23:00 음료 L.O. 23:00)
예약은 11:00에서 16:00까지 수락됩니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
JCB",,"Kuei Building, 3-1-15 Nihonbashi, Chuo-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (140m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (260m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 5 분 (360m)",예,60 석,없음,"예
완전히 흡연이 허용됩니다
(모든 좌석은 허용되고, 개인 실에서는 흡연이 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,,,,,,,"개인 룸 저녁 식사, 흡연 허용, 환영 파티, 전산-매점, 급여 지불 지불 가능, 온라인 예약 가능, 연말 파티, 새해 파티, 작별 파티, 점심 음주, 인기있는 식당, 캐주얼
다른 사용 장면을 참조하십시오",,,,,,,예,03-4520-4241,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001732493/archive/332104-6666654f9a6b90.jpg,PayPay,"[공식적인]
https://gyutan-oden-yamazaki-yesu.foodre.jp/",,"금요일 : 코스 + 500 엔, à la carte + 500 엔, 청구 + 10%.",,,
日本橋 玄海,Nihonbashi Genkai,https://retty.me/area/PRE13/ARE15/SUB1503/100001590104/,03-6910-3066,스시 이자카야 해산물과 해산물 사시미,"[월요일부터 금요일, 토요일, 휴일]
 11:30-14:00
 17:00-21:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Heiwa 본사 B1F, 4-4-15 Nihonbashi Motoishicho, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Sobu Main Line / Shin-Nihonbashi Station에서 도보로 2 분 거리 (140m)
JR Yamanote Line / Kanda (도쿄) 역 4 분 (250m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 4 분 거리 (270m)",예,30 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"라이스, 솔로, 저녁 식사, 엔터테인먼트, 연회 및 음주 파티, 급여 지불 지불이 허용되며, 급여표 포인트는 온라인 예약, 연말 파티, 새해 파티, 점심 시간 음주, 점심, 개인 실, 작별 파티, 환영 파티
다른 사용 장면을 참조하십시오",,,,,,,예,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001590104/archive/2731366-62973ad2647e5.png,PayPay,"[공식적인]
https://nohonkai-genkai.foodre.jp/",,,,,
美味と陶酔、四季の料理 鳥囲 日本橋店,"맛있고, 행복, 계절 요리 토리 니혼 바시 지점",https://retty.me/area/PRE13/ARE15/SUB1503/100001745275/,050-5462-5819,이자카야,"[하루 종일]
 11:00-23:00 L.O. 22:00
11 : 00-23 : 00 (요리 L.O. 22:00 음료 L.O. 22:00)
예약은 12:00에서 16:00까지 수락됩니다",불규칙한 휴일,"점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
JCB",,"Yaesu Building 3F, 3-2-17 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (190m)
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 5 분 (340m)",예,60 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,,,,,"개인 실, 흡연, 쌀, 저녁 식사, 데이트, 환영 파티, 온라인 예약, 연말 파티, 새해 파티, 세련된, 예약, 인기있는 레스토랑
다른 사용 장면을 참조하십시오",,,,예,,,예,03-4510-9756,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001745275/archive/3333811-66667ec6c78176.jpg,,"[공식적인]
https://torii-nihonbashi.foodre.jp/",,,,,
創作和食と完全個室 四つ葉,"창조적 인 일본 요리와 완전히 개인 실, 4 잎",https://retty.me/area/PRE13/ARE15/SUB1503/100001571694/,050-5462-5814,카포/작은 레스토랑 Izakaya Yakitori,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 16:00-24:00
다양한 상황으로 인해 영업 시간이 변경 될 수 있습니다. 자세한 내용은 전화로 저희에게 연락하십시오. ■ 전화 예약 및 문의는 오전 11 시부 터 수락됩니다. ■ 온라인 예약. 우리는 하루 24 시간 문의를 받아들입니다. 우리는 또한 다양한 쿠폰을 사용할 수 있습니다!",매주 일요일,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex",,"Nihonbashi Nakadori Building B1F, 2-2-20 Nihonbashi Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 2 분 거리 (100m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (260m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (300m)",없음,80 석,,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,,,,,,,개인 객실 환영 파티 저녁 식사 식사 제공 이용 가능 온라인 예약 가능 연말 파티 새해 파티 작별 파티 캐주얼,,,,,,,예,03-4588-1730,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001571694/archive/332561-66669B817BBEE.JPG,PayPay,"[공식적인]
https://yotsuba.foodre.jp/",,,,,
IN THE BARREL,배럴에서,https://retty.me/area/PRE13/ARE15/SUB1503/100001472824/,050-5462-2380,식당 바 이탈리아 스페인어,"[월요일부터 금요일까지]
 11:30-14:00 L.O. 13:30
 18:00-2:00 L.O. 1:30
[토양]
 18:00-24:00 L.O. 23:30
*24 시간 표기법","매주 일요일과 공휴일
우리는 새해 공휴일에 문을 닫을 것입니다. (12 월 30 일 ~ 1 월 3 일)
12 월 29 일과 1 월 4 일의 점심 사업은 문을 닫습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당",,"무대 Nihonbashi 1 층 및 2 층, 3-1-14 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 2 분 거리 (140m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (270m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 5 분 (360m)",없음,44 석,예,"연기 분리
(파티션 포함)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명","예
임대 할 수있는 제한된 수의 사람들 (좌석) : 13 명",https://www.facebook.com/profile.php?id=100057176512353,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 제공됩니다.","2 시간 동안 당신이 다루는 모든 링크, 2.5 시간 동안 당신은 모두 링크됩니다",,"맥주, 위스키, 칵테일",사용 가능한 예약,"저녁 식사, 점심, 쌀, 심야 오픈, 온전한 링크, 연회 및 음주 파티, 와인 마시기 고기, 개인 점심, 개인 실, 엔터테인먼트, 생일, 쿠폰, 쿠폰, 연말 파티, 새해 파티, 온라인 예약 가능
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳",놀라운 응답 가능,,불가능합니다,,,예,03-6225-2773,,"프로젝터, TV 및 모니터 사용 가능",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001472824/archive/2955856-63be86c271b0a.jpeg,,"[공식적인]
https://inthabarrel.foodre.jp/",,"반 개인 객실을 사용할 수 있습니다
충전 500 엔 *코스를 주문한 사람들에 대한 무료 요금",,,
仙台牛タンと浜焼き専門個室居酒屋 貝舞達 -かまいたち- 八重洲本店,"개인 실 Izakaya, Sendai 쇠고기 혀와 해변 굽는 전문",https://retty.me/area/PRE13/ARE15/SUB1503/100001714156/,050-5462-4415,이자카야 해산물과 해산물,"[하루 종일]
 11:00-24:00 L.O. 23:00
*예약은 11:00에서 16:00까지 수락됩니다.
*불규칙한 휴일이 있습니다.",불규칙한 휴일,"점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드",,"1F 테이트 빌딩, 2-2-15 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 2 분 거리 (83m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (330m)",예,"80 석
(대형, 중간 및 소규모 개인 객실 이용 가능! 소규모 그룹을위한 정교한 성인 공간!)",없음,"연기 분리
(흡연 분리는 완전히 개인 실에서 이용할 수 있습니다. 언제든지 알려주십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 60 명",,,,,,사용 가능한 예약,"어린이들과 함께 즐거운 개인 룸 디너 고기 여자의 밤 흡연 허용 날짜 마시기 일상적인 술을 마시는 엔터테인먼트는 예약 지불금을받을 수 있습니다. 지불금 지불 이용 가능 온라인 파티 이용 가능한 연말 파티 작별 파티 환영 파티 캐주얼
다른 사용 장면을 참조하십시오",,,,예,,,예,03-4510-4583,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001714156/archive/3135728-64f03c75e5cfd.jpg,PayPay,"[공식적인]
https://kamaitachi-yaesuhonten.foodre.jp/",,"전자 돈 : 이용할 수 없습니다
QR 코드 결제 : PayPay, Line Pay, Alipay",,,
