restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,instagram,twitter,usage_scenes,child_friendly,wifi_available,phone_number,video,qr_code_payment,drinking_specialties,waiting,dress_code,remarks,ic_card_payment,private,facebook,lecture,available_drinks,cooking_specialties,reservation,service,power_supply_available,foreign_language_support,pet_friendly,additional_equipment,쇼핑 직무 정보,온라인 예약,beer_maker
スズカフェ銀座,Suzu Cafe Ginza,https://retty.me/area/PRE13/ARE2/SUB201/100000005737/,050-5304-4713,카페 파스타 커피 숍 바,"[하루 종일]
점심 11:00-15:00 L.O. 14:50
 15:00-18:00 L.O. 17:50
저녁 식사 18:00-23:00 L.O. 22:00
자세한 내용은 공식 웹 사이트를 확인하십시오.
・ 예약 할 때 식사를 사용하여 좌석을 예약하십시오. (카페 예약을 사용할 수 없습니다)
・ 예약의 경우 좌석 시간 시스템이 있다고 요청합니다.
pernire 1 인당 한 잔의 음료 주문이 필요합니다",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB","Ginza Trecious 6f, 2-6-5 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 2 분 (86m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 6 분 (420m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (440m)","예
근처 (할인 없음) 사용 가능","80 석
()",없음,"불가능합니다
(금연, 흡연 없음, 모든 좌석은 담배를 피우지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.completecircle.co.jp/service/cafe/suzucafe_ginza.html,,,"쌀, 점심, 데이트, 모든 링크, 연회 및 음료, 싱글 OK, 작별 파티, 환영 파티, 어린이 저녁 식사, 고기, 비영리, 생일, 주간 지불금 지불, 온라인 예약, 캐주얼, 세련된, 성인 날짜와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",예,03-6228-6090,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000005737/archive/3267360-65eec73b965ec.jpg,PayPay,"맥주, 와인, 위스키, 칵테일","보기가 좋습니다
개방성이 있습니다
천장이 높습니다
차분한 분위기
숨는 곳",평상복,,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.","4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크를 포함하는 코스가 있습니다.",우리는 야채 요리를 전문으로하고 매장 내에서 준비합니다,사용 가능한 예약,"놀라운 응답 가능
축하 가능성",불가능합니다,"영어
직원과 함께 언어 지원 메뉴가 있습니다",불가능합니다,,,,
カフェ・オハナ,카페 오아나,https://retty.me/area/PRE13/ARE2/SUB201/100000005923/,050-5461-5285,카페와 찻집,"[월]
 11:30-16:30 L.O. 16:00
[tue and water]
 11:30-21:00 L.O. 20:30
[나무]
 11:30-21:30 L.O. 20:30
[금]
 11:30-22:00 L.O. 22:30
[토양]
 11:30-22:00 L.O. 21:30
[낮]
 11:30-20:00 L.O. 19:30
[축하해요]
 11:30-21:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다",불규칙한 휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","Ginza Building 4F, 3-3-12 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (330m)",,32 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://cafe-ohana.foodre.jp/
http://www.cafeohana.net/",,,"야간 카페 세련된 점심 소녀 '밤 점심 여자 밤 날짜 점심 식사 점심 식사 점심 식사 날짜 크리스마스 저녁 식사 세련된 개인 공간 저녁 쿠폰 이용 가능한 급여 판매 지불 가능 PayPay Point 얻기
다른 사용 장면을 참조하십시오",,,03-3567-4388,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000005923/archive/100832-584a13456f708.jpeg,PayPay,,,,,,,,,,,,,,,,,,,
近大卒の魚と紀州の恵み 近畿大学水産研究所 銀座店,Kindai University 졸업 물고기 및 Kishu Kinki University Fisheries Research Institute Ginza Branch.,https://retty.me/area/PRE13/ARE2/SUB201/100000852244/,03-6228-5863,해산물과 해산물 일본 요리 이자카야,"[하루 종일]
점심 11 : 30-15 : 00 L.O. 14:00
[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-23:00 L.O. 22:00
[일요일과 휴일]
저녁 식사 17:00-22:00 L.O. 21:00
*개장 시간은 각 지방 정부의 정책과 귀하가 거주하는 상업 시설에 따릅니다.","불규칙한 휴일
・ 새해 공휴일 (확인하십시오)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB","2 층, 야마시타 빌딩, 도쿄 고속도로, 6-2 Ginza, Chuo-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (220m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",없음,57 석,없음,"연기 분리
흡연실 사용 가능
(흡연 부스 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"http://kindaifish.com/shop.html
https://www.dynac-japan.com/shop/kindai_suisan/ginza/",,,"연회/음주 파티 점심, 날짜, 여자 밤, 전부 마감, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 쌀, 비 흡연, 고기, 점심 날짜, 점심 식사 금요일, 급여 지불 포인트 받기
다른 사용 장면을 참조하십시오",,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000852244/archive/2756499-62b2bd6665d2.png,PayPay,"맥주, 술, 와인, 위스키, 칵테일",차분한 분위기,,,Quicpay,불가능합니다,,"5,000 ~ 5,999 엔 코스가 있으며 8,000 엔 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",생선 요리 전문,사용 가능한 예약,,,,,,,,
銀座 黒尊,진 자 쿠로슨,https://retty.me/area/PRE13/ARE2/SUB201/100000449314/,050-5462-3402,일본 요리 카포/작은 레스토랑,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 18 : 00-23 : 30 L.O. 22:30
[토양]
저녁 식사 18:00-23:00 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 10,000 엔",예,"Zenya Building B1F, 7-3-15 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (350m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (350m)",,24 석,예,"연기 분리
(흡연은 테이블 좌석에서만 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"[공식적인]
https://ginza-kuroson.foodre.jp/
https://kuroson.jimdosite.com/",,,"개인 객실, 엔터테인먼트, 데이트, 흡연 허용, 음료수, 개인 점심, 약혼 저녁 식사 파티, 싱글 파티, 결혼식, 애프터 파티, 성인 은신처, 크리스마스 저녁, 고기, 점심, 개인 객실, 점심 날짜, 연말-엔드 파티
다른 사용 장면을 참조하십시오",예,,03-5537-2469,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000449314/archive/3076054-6482d573e389a.png,,,,,,,예,,,,,,,,,,,,,
焼肉 しゃぶしゃぶ すき焼き 兜 銀座,Yakiniku Shabu Shabu Sukiyaki Kamo Ginza,https://retty.me/area/PRE13/ARE2/SUB201/100001605365/,050-5304-4792,야키 니쿠 샤무 샤무,"[하루 종일]
저녁 식사 16:00-28:00 L.O. 28:00",,"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","1F-32 도쿄 고속도로 야마시타 빌딩, 8-2-2 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (390m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (410m)",없음,"80 석
(1 인당 550 엔 혐의가 청구됩니다.)",,"예
(1 인당 550 엔 혐의가 청구됩니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","[공식적인]
https://kabuto-ginza.foodre.jp/",,,"저녁 식사, 저녁, 개인 실, 늦은 밤에 문을 열고, 세련된 새해 파티 급여 지불 지불 이용 가능 PayPay Points 온라인 예약 이용 가능 연말 파티
다른 사용 장면을 참조하십시오",,예,03-3573-0029,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001605365/archive/263356-621f1e0bc5d41.jpeg,PayPay,,,,우리는 1 인당 550 엔을 청구합니다,,불가능합니다,,"5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000-2,999 엔, 한 시간 30 분 동안 만 살해 당하고 2 시간 동안 싱글 링크",,,음료를 가져올 수 있습니다,,,,,,,
Shanabool GINZA,Shanabool Ginza,https://retty.me/area/PRE13/ARE2/SUB201/100001162740/,050-5303-7850,술집,"[월요일부터 금요일과 토요일]
 17:00-3:00","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)
휴일이 마감되었습니다","점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB","ISHII Building B1, 7-6-2 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (250m)
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (270m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (380m)",없음,"28 석
(8 개의 카운터 좌석, 20 개의 테이블 좌석)",예,"불가능합니다
(애쉬 스트레이는 입구 근처의 상점 밖에서 설치됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://shanabool-ginza.foodre.jp/",,,"엔터테인먼트, 데이트, 솔로, 저녁 식사, 연회 및 음주 파티, 환영 파티, 새해 파티, 크래프트 맥주, 크리스마스 저녁 식사, 세련된, 개인 객실, Paypay Points, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,예,03-6274-6790,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001162740/archive/1756142-5f0be374a3cf9.jpg,,"맥주, 와인, 위스키, 칵테일","조용한 가게
차분한 분위기
숨는 곳",,,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명",https://www.facebook.com/shanabool/,"6,000 엔에서 6,999 엔 코스, 8,000 엔 코스 이상으로 제공됩니다.","5,000 엔 이상을위한 전산 된 코스가 포함되어 있으며, 2 시간 동안 온 All-You-Can-Drink, 2.5 시간 동안 온 All-You-Can-Drink, 3 시간 이상 싱글 링크가 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 유명한 요리사가 요리하고 매장 내에 준비된 것입니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성
휴대품 룸이 있습니다
소믈리에가 있습니다",,,,,,,
星福 銀座本店,호시 쿠 쿠 진 자 메인 매장,https://retty.me/area/PRE13/ARE2/SUB201/100000753220/,050-5304-6571,중국 음식 Xiaolongbao,"[월요일부터 금요일까지]
 11:00-15:00 L.O. 14:30
 17:30-22:00 L.O. 21:00
[태양, 토요일, 휴일]
점심 11:00-15:00 L.O. 14:30
저녁 식사 17:30-20:30 L.O. 20:00
마감 시간은 하루에 따라 다를 수 있습니다",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","Kanematsu Building 6f, 6-9-9 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (270m)
도쿄 메트로 히비야 라인 / 6 분 히가시 진 자 (Higashi Ginza Station) (460m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 8 분 (640m)",없음,80 석,없음,"예
(흡연 별도)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.xingfu.co.jp/,,,"점심, 점심, 저녁 식사, 그룹 데이트, 성인 가이성, 엔터테인먼트, 개인 실, 생일, 생일, 사립 객실 점심, 개인 객실 엔터테인먼트, 작별 파티, 음식, 한 사람, 어린이, 점심 소녀 밤, 기념일, 온라인 예약 가능
다른 사용 장면을 참조하십시오",예,없음,03-3289-4245,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000753220/archive/278901-59b65c43071e6.jpg,,"맥주, 와인, 샤 옥싱 와인","조용한 가게
차분한 분위기",,,,예,,"3,000 ~ 3,999 엔 코스, 5,000 ~ 5,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.","알레르기, 매장 내 준비로 고객에게 수용 할 수 있습니다",사용 가능한 예약,,,"중국인
직원과 함께 언어 지원 메뉴가 있습니다",불가능합니다,,,,
銀だこハイボール横丁東銀座店,Gindako Highball Yokocho Higashi Ginza 매장,https://retty.me/area/PRE13/ARE2/SUB201/100001528826/,050-5462-7841,타카 요카이 이자카야 야키토리 오코노미야키 야키소바 카라 지,"[월요일부터 금요일까지]
 16:00-23:00 L.O. 22:30
[토양]
 14:00-23:00 L.O. 22:30
[낮]
 14:00-22:00 L.O. 21:30","하루 종일 개점
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
JCB","이중 진 자 타워 3F, 5-13-19 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (84m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (280m)
Tsukiji Market Station에서 도보로 6 분 거리 (450m)","없음
근처 (할인 없음) 사용 가능",100 석,예,"예
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
흡연실 사용 가능
(전자 담배는 좌석에서 구입할 수 있습니다. 종이 담배의 경우 같은 바닥의 흡연 지역 내에서 흡연이 가능합니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://stores.gindaco.com/1010967,,,"싱글 OK 저녁 식사 저녁 식사 연회 및 음료 점심 흡연 허용 지불금 지불 이용 가능 온라인 예약 가능 인기있는 레스토랑
다른 사용 장면을 참조하십시오",불가능합니다,없음,03-6260-6130,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001528826/archive/3556326-67dbc4be814b9.jpg,PayPay,"맥주, 사케, 쇼치, 위스키, 칵테일",활발한 상점,없음,,"Suica, Quicpay","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 80 명
제한된 수의 사람들이 임대 할 수있는 (좌석) : 100 명",,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,저녁 식사 시간에만 사용할 수 있습니다,테이크 아웃 가능성,예 (무료),,불가능합니다,TV 및 모니터 사용 가능,,,
Hola! Ginza7,홀라! ginza7,https://retty.me/area/PRE13/ARE2/SUB201/100000723554/,050-5304-1207,스페인 바 스페인 바,"[월요일부터 금요일까지, 휴일]
점심 11:30-15:00 L.O. 14:30
[월요일 ~ 목요일]
저녁 식사 17:00-23:00 L.O. 22:00
[금]
저녁 식사 17:00-28:00 L.O. 27:00
[태양/토요일]
점심 11:30-16:00 L.O. 14:30
[토양]
저녁 식사 16:00-23:00 L.O. 22:00
[일요일과 휴일]
저녁 식사 16:00-22:00 L.O. 21:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","1F Kikumura Building, 7-2-11 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (330m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (350m)
JR Yamanote Line / Yurakucho Station에서 도보로 5 분 (370m)",없음,60 석,예,"예
완전히 흡연이 허용됩니다
(우리 가게에있는 모든 좌석은 담배를 피우고 있습니다. 금연 좌석은 없습니다. *20 세 미만의 사람들은 들어갈 수 없습니다. 우리를 동반하는 사람들을 포함하여 미리 확인하고 이해하십시오. *)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.instagram.com//hola_ginza_7/,,"고기, 저녁, 점심, 저녁 식사, 저녁 식사, 와인, 늦은 밤, 날짜, 여자 밤, 그룹 데이트, 점심 날짜, 점심 소녀 밤, 공예 맥주 음료, 급여 지불 지불, 급여 지불 포인트, 온라인 예약 가능
다른 사용 장면을 참조하십시오",불가능합니다,없음,03-5537-7739,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100000723554/cover/57478-57ba59d4bbaf9.jpg,PayPay,"맥주, 쇼카, 와인, 위스키, 칵테일","개방성이 있습니다
활발한 상점
골목을 향합니다
테라스가 있습니다",,"id, paypay, linepay

테이블 요금 : 1 인당 480 명 (세금 포함) *만찬 시간에만 해당되며 LA Carte *심야 서비스 요금 (지불 금액의 10%)은 오후 10시 이후 지불금이 청구됩니다.","Suica, Manaca, Toica, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수 (스탠딩 식사) 90 명",,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink 및 2 시간 동안의 싱글 링크가 포함 된 코스가 있습니다.","우리는 고기 요리, 수입 재료 및 재료를 생산하며 알레르기가있는 고객을 수용 할 수 있으며, 요리사는 해외에서 훈련하고 매장 내 준비를했습니다.",사용 가능한 예약,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",,,불가능합니다,"TV 및 모니터, 오디오 장비",,,
創作火鍋 和楽星球,창조적 인 핫팟 와라쿠 스타 볼,https://retty.me/area/PRE13/ARE2/SUB201/100001626693/,050-5462-4349,핫팟 이자카야,"[월요일부터 금요일까지, 휴일 전, 휴일 전]
저녁 식사 17:00-23:00 L.O. 22:30
[토양]
저녁 식사 17:00-22:00 L.O. 21:30
*우리는 목요일, 금요일 및 공휴일 전날에만 밤 늦게 영업합니다.
23:00-4:00 다음 날 (L.O. 3:30 다음 날)",매주 일요일,"점심 : 비즈니스 시간
저녁 식사 : ~ 6,000 엔",Amex,"Meiko Building 3F, 8-2-15 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)
Toei Mita Line / Uchisaicho 역에서 도보로 6 분 (410m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 6 분 (420m)",없음,48 석,예,"연기 분리
(전자 담배 만 담배를 피울 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상","[공식적인]
https://warakuseikyu.foodre.jp/",https://www.instagram.com/warakuseikyu_ginza/,,"all-you-can-eat 개인 실
다른 사용 장면을 참조하십시오",,예,03-6280-6695,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001626693/archive/3360281-6696078be1112.jpg,PayPay,"맥주, Shochu, Shaoxing Wine",,,,,예,,,,우리는 야채 요리와 고기 요리에 대해 특별합니다,사용 가능한 예약,,,"영어 중국어
직원과 함께 언어 지원 메뉴가 있습니다",,"가라오케 사용 가능, TV 및 모니터 사용 가능",,,
アンジェロ,안젤로,https://retty.me/area/PRE13/ARE2/SUB201/100000705143/,050-5304-3011,이탈리아 요리,"[하루 종일]
저녁 식사 17:00-23:30 L.O. 23:00
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 13:30","하루 종일 개점
자세한 내용은 공식 웹 사이트를 확인하십시오.
새해 휴일 (◆ 2022 년 1 월 11 일 화요일부터 개장)
[월요일 ~ 금요일, 토요일, 일요일 및 공휴일]
L.O. 음료 23:00","점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","태평양 진 자 빌딩, 7-2-20 Ginza, Chuo-Ku, 도쿄, B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho Station에서 도보 4 분 (320m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 4 분 (320m)",없음,110 석,없음,"불가능합니다
흡연실 사용 가능
(in 매장에서 이용할 수있는 흡연실)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","[공식적인]
https://angelo-ginza.foodre.jp/
https://www.skco.co.jp/angelo/index.html",,,"소녀의 밤, 날짜, 개인 실, 저녁 식사, 식사, 식사, 세련된, 세련된, 멍청한, 성인 은신처, 연회 및 음주 파티, 개인 엔터테인먼트, 와인, 환영 파티, 작별 파티, 고기, 세련된 개인 실, 어린이와의 재미, 솔로
다른 사용 장면을 참조하십시오",예,예,03-5568-5551,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000705143/archive/3354275-6689041dddd5a0.jpg,PayPay,"맥주, 쇼카, 와인, 위스키, 칵테일",,,,,,,"5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스가 있습니다.","4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink, 2 시간 동안 싱글 링크, 3 시간 이상 만난 링크를 포함하는 코스가 있습니다.",,,"축하 가능성
소믈리에가 있습니다",,,불가능합니다,,,,
