restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,wifi_available,phone_number,video,available_drinks,service,dress_code,child_friendly,pet_friendly,power_supply_available,foreign_language_support,additional_equipment,qr_code_payment,facebook,twitter,remarks,ic_card_payment,쇼핑 직무 정보,beer_maker,온라인 예약
酒楽 なかむら 新橋店,Sakaraku Nakamura Shinbashi 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001666754/,050-5462-2000,이자카야 해산물과 해산물,"[월요일 ~ 목요일]
 17:00-26:00 L.O. 25:00
[금]
 17:00-28:00 L.O. 27:00
[토요일/휴일]
 17:00-24:00 L.O. 23:00",매주 일요일,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
JCB","1F, 3-8-5, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (320m)
Jr Yamanote Line / Shinbashi Station에서 도보로 6 분 (410m)
Toei Oedo Line / Shiodome 역에서 도보로 7 분 거리 (510m)",없음,25 석,"예
(6 석)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",예,"[공식적인]
https://nakamura.foodre.jp/",,,,,사용 가능한 예약,"개인 객실, 흡연 허용, 개인 실, 음료수, 엔터테인먼트, 심야, 식사, 개인 실, 연말 파티, 새해 파티, 저녁 식사, 급여 판매점, 온라인 예약, 전부 마감, 작별 파티, 환영 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",,예,03-6435-8197,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001666754/archive/3252007-65d42966b11f3.jpg,,,,,,,,,,,,,,,,
土佐清水ワールド 新橋店,토사시미즈 월드 신바시 스토어,https://retty.me/area/PRE13/ARE2/SUB1601/100001436077/,050-5462-2026,이자카야 해산물과 해산물,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
 12:00-22:00 L.O. 21:00
영업 시간은 하루에 따라 다를 수 있습니다",,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","보석 신바시 2f, 2-12-8 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 2 분 거리 (160m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (320m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (470m)",예,65 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://tosashimizuworld-shinbashi.foodre.jp/
https://www.world-on-group.co.jp/
http://www.gems-portal.com/",,,,,,"개인 실
다른 사용 장면을 참조하십시오",,예,03-3501-1034,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001436077/archive/2927329-6387055dc0ff7.jpg,,,,,,,,,PayPay,,,"◇ QR 코드 지불은 다음 브랜드를 사용하여 이루어질 수 있습니다.
● QR 코드 : Paypay, Dpay, Aupay, Merpay, Yucho Pay, Alipay, Wechatpay","Suica, Manaca, Icoca, Nanaco, Rakuten Edy, Waon, Quicpay",,,
よくバル酒場,바 바,https://retty.me/area/PRE13/ARE2/SUB1601/100001436730/,050-5304-6023,이자카야 바 해산물 및 해산물 고기 바,"[월요일부터 금요일까지, 휴일 전]
 16:00-23:30 L.O. 22:30
[토양]
 14:00-23:30 L.O. 22:30
[일요일과 휴일]
 14:00-23:00 L.O. 22:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다
영업 시간은 하루에 따라 다를 수 있습니다.","불규칙한 휴일
새해 휴일 (확인하십시오)
이상한 달의 두 번째 일요일
새로운 신바시 건물은 하루 종일 문을 닫습니다.","점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","242 New Shinbashi Building, 2-16-1 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (96m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (330m)","예
특별 P 사용 가능",85 석,없음,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
최대 85 명을 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (독점적 인 식사) 50 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 100 명","[공식적인]
https://yokubalsakaba.foodre.jp/",https://www.instagram.com/yokubal_sakaba/,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리 및 요리사가 유명한 식당에서 훈련을 받았으며 매장 내에서 준비했습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"개인 실
다른 사용 장면을 참조하십시오","활발한 상점
숨는 곳",없음,090-9817-7779,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001436730/archive/3443647-672B53617029F.JPG,"2,999 엔 미만의 싱글 링크, 3,000 ~ 3,999 엔을위한 싱글 링크, 4,000 ~ 4,999 엔을 포함하는 코스, 5,000 엔 또는 그 이상을 포함한 코스를 포함하는 코스, 그리고 2 시간 동안의 코스가 포함 된 코스가 포함 된 코스가 있습니다.","놀라운 응답 가능
축하 가능성",,"예
유아와 어린이, 유치원 어린이, 초등학생, 이유식을 가져올 수 있습니다.",불가능합니다,,,TV 및 모니터 사용 가능,PayPay,,,"・ 전자 돈을 사용할 수 있습니다
・ 1 인당 10%의 서비스 요금을 청구합니다. * 과정은 보장되지 않습니다",,https://yokubalsakaba.foodre.jp/#recruit,,
ビストロ・ソングラム 新橋,비스트로 송 그램 신바시,https://retty.me/area/PRE13/ARE2/SUB1601/100001335709/,050-5262-0505,비스트로 파스타,"[월요일부터 금요일까지]
점심 11:30-14:00 L.O. 13:30
저녁 식사 17:30-22:30 L.O. 21:30
마감 시간은 하루에 따라 다를 수 있습니다",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔",예,"4-24-4 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (280m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)",없음,"46 석
(8 개의 카운터 좌석, 38 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"[공식적인]
https://bistrosongram-shinbashi.foodre.jp/",,,고기 요리 전문,맥주와 와인이 있습니다,저녁 식사 시간에만 사용할 수 있습니다,"저녁 식사, 점심, 엔터테인먼트, 저녁 식사, 세련된 새해 파티, 연말 파티, 크리스마스 저녁 식사, 크래프트 맥주, 급여 지불 지불 가능, 급여표 포인트, 온라인 예약 가능, 작별 파티, 환영 파티, 세련된
다른 사용 장면을 참조하십시오",,예,03-6459-0141,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001335709/archive/2015912-5f913fd81fc9e.png,,"테이크 아웃 가능성
배송 가능",,,,,,,PayPay,https://www.facebook.com/bistro100g.shinbashi/,,,,https://bistrosongram-shinbashi.foodre.jp/#recruit,,
個室居酒屋 和食郷土料理 魚京助 新橋駅前店,개인 실 Izakaya 일본 지역 요리 Uokyosuke Shinbashi Station 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001330827/,050-5304-2741,이자카야,"[하루 종일]
저녁 식사 16 : 30-24 : 00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","하루 종일 개점
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : ~ 3,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
JCB","Plaza T2 Building 6F, 2-15-18 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (330m)","없음
근처 (할인 없음) 사용 가능",100 석,,"예
완전히 흡연이 허용됩니다
(흡연은 허용됩니다 (흡연은 개인 실에서만 허용됩니다) 종이 담배는 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,"[공식적인]
https://ukyosuke-shinbashi.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 식품 생산 공간, 유기농 야채, 알레르기가있는 고객에게 수용 할 수 있으며 매장 내 준비에 대해 특히","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"개인 실, 엔터테인먼트, 어린이, 쌀, 저녁 식사, 고기, 냉담한, 사유실, 생일, 연말 파티, 연회 파티, 연회 파티 및 음주 파티, 작별 파티, 환영 파티, 새해 파티, 쿠폰 이용 가능, 점심 식사, 급여 판매 포인트 받기, 급여 판매 포인트 얻기
다른 사용 장면을 참조하십시오","조용한 가게
차분한 분위기",예,03-6812-7120,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001330827/archive/254946-619F502749B5C.JPG,"ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 All-You-Can-Drink, 4,000-4,999 엔 All-You-Can-Drink 코스에는 1 시간 동안, 2 시간 동안 All-You-Can-Drink를위한 All-You-Can-Drink가 포함되어 있습니다.","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,예,,예 (무료),영어,,PayPay,,,PayPay 지불 가능,Suica,,,
第一ホテル東京 世界バイキング エトワール,Daiichi Hotel Tokyo World Viking Etoile,https://retty.me/area/PRE13/ARE2/SUB1601/100000219992/,050-5462-1266,호텔 바이킹 뷔페,"[하루 종일]
점심 11:30-15:00
[월요일부터 금요일까지]
저녁 식사 17:30-21:00
[태양, 토요일, 휴일]
저녁 식사 17:00-21:00",공휴일 제외,"점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB","Daiichi Hotel Tokyo, 1-2-6 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (120m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)",예,130 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://hankyu-hotel-letoile.foodre.jp/
https://www.hankyu-hotel.com/hotel/dh/dhtokyo/contents/restaurants/letoile/",,,,,,"아침 식사 점심, 환영 파티, 아이들과 함께 즐기고, 아이들과 함께 술을 마시고, 멍청한, 저녁 식사, 새해 파티, 비 흡연, 개인 실, 모든 당신이 마시는 링크, 개인 실, 모든 당신의 캔 에이트, 페이 페이 포인트, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,예,03-3596-7737,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000219992/archive/2860958-6336a9536b1b0.jpg,,,,예,,,,,,,,,,,,
焼き鳥原価酒場 ヤキトリ御殿 新橋店,Yakitori Goten Shinbashi 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001770163/,050-5462-7823,이자카야 야키토리,"[월요일 ~ 목요일]
 15:00-2:00 L.O. 1:00
[금요일/휴가 전]
 15:00-5:00 L.O. 4:00
[토양]
 12:00-5:00 L.O. 4:00
[일요일과 휴일]
 12:00-2:00 L.O. 1:00
● 음료로
월요일부터 목요일, 일요일 및 공휴일 1:30
4:30 금요일, 토요일 및 휴일 전날",불규칙한 휴일,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,"3-21-11 Shinbashi, Minato-Ku, 도쿄 1 층에서 3 층
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (48m)
Toei Oedo Line / Shiodome 역에서 도보로 2 분 (140m)",없음,"50 석
(1 인 또는 대형 그룹이 수용 할 수 있습니다!)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,"[공식적인]
https://yakitoeigiten.foodre.jp/",,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 칵테일",사용 가능한 예약,"늦은 밤에 문을 연, 첫 번째 열차까지 열리고, 단일 사용, 저녁 식사, 급여 지불 수락, 연회 및 음주 파티, 환영 파티, 점심, 음주 Shochu, 술을 마시고, 급여표 포인트, 온라인 예약 가능, 인기있는 매장
다른 사용 장면을 참조하십시오",활발한 상점,없음,080-4774-5548,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001770163/archive/3551764-67d70fbf50434.png,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, ALL-YOU-CAN-DRINK 가격 2,000-2,999 엔, 3,000-3,999 엔, ALL-YOU-CAN-DRINK 코스에는 4,000-4,999 YEN에 대한 All-You-Can-Drink, All-You-Can-Drink Course for 5,000-yen-con-drince를 포함합니다. 2 시간, 모두 3 시간 이상 마실",,,예,,,,,PayPay,,,,,,,
熟成肉バルダイニング ミートハウス 新橋店,오래된 고기 바 다이닝 미트 하우스 신바시 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001454766/,050-5462-2154,고기 바 야키토리 이자카야 말 고기 요리 샤 부-사부 스테이크,"[하루 종일]
점심 12:00-15:00 L.O. 14:30
저녁 식사 16:00-24:00 L.O. 23:30
*점심에는 사전 예약이 필요합니다. 예약은 10 명 이상의 사람들로부터 승인됩니다. (12 : 00-15 : 00 주중 만)","하루 종일 개점
*12 월 9 일부터 12 월 31 일까지 모든 예약은 2 시간이며 추가 연말 수수료는 각 개인마다 청구됩니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB","3f New Shinbashi Building, 2-16-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (89m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (180m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)","없음
근처 (할인 없음) 사용 가능","120 석
((우리는 또한 상점에서 개인 예약을 수락합니다! 미리 상담하십시오!)",없음,"연기 분리
완전히 흡연이 허용됩니다
흡연실 사용 가능
(우리는 흡연 분리를 처리 할 것입니다. 흡연에 능숙하지 않으면 알려 주시면주의를 기울일 것입니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
임대 가능 (좌석) : 120 명
예약 할 수있는 사람의 수에 대한 최저 한도 (독점적 인 식사) 50 명","[공식적인]
https://meat-house-shinbashi.foodre.jp/
https://meat-de-meat.owst.jp/",,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스가 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료, 현지에서 생산 된 재료, 요리사는 유명한 레스토랑에서 훈련을 받았으며 유명한 요리사가 요리하고 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"저녁 식사, 연회 및 음료, 개인 실, 흡연 허용, 엔터테인먼트, 고기, 고기, 개인, 생일, 생일, 전적으로 냉각하고, 모든 음식을 먹고, 모든 음식, 점심, 점심, 쿠폰, 새해 파티, 작별 파티, 환영 파티, All-You-Can-Can-Dink, Paypay Points, 온라인 예약
다른 사용 장면을 참조하십시오","개방성이 있습니다
차분한 분위기",예,03-6670-8973,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001454766/archive/1094151-5d6ceb239dbf5.jpg,"ALL-YOU-CAN-DRINK 가격 1,000-1,999 엔, 전산 된 점수 가격 2,000-2,999 엔, 모든 생산 코스는 2,999 엔 아래에 포함될 수 있으며, 전세계 점수 코스는 3,000-3,999 엔, 4,00099 YEN 내에 포함될 수 있습니다. 전산 된 코스는 5,000 엔 이상을 포함시킬 수 있으며, 2 시간에 걸쳐 2 시간 이상, 2 시간 동안, 반쯤 끊어지면 3 시간 이상 동안 싱글 링크를 포함시킬 수 있습니다.","놀라운 응답 가능
축하 가능성",없음,예,불가능합니다,예 (무료),"영어
언어를 말할 수있는 직원이 있습니다","프로젝터, TV 및 모니터 사용 가능",,,,,,,,
大衆和牛酒場 コンロ家 新橋店,거대한 와규 바 스토브 야 신바시 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001510502/,03-6205-7979,이자카야 쇠고기 요리,"[월요일부터 금요일까지, 휴일 전]
저녁 식사 17:00-23:30 L.O. 22:30
[태양, 토요일, 휴일]
저녁 식사 17:00-23:00 L.O. 22:00",하루 종일 개점,"점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB","Kyowa Building 1f, 3-2-7 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (250m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (390m)
Toei Oedo Line / Shiodome 역에서 도보로 7 분 거리 (500m)",없음,60 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
임대 가능 (좌석) : 80 명","[공식적인]
https://wagyusakabakonroya-shinbashi.foodre.jp/",https://www.instagram.com/conroya.shinbashi/,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스",우리는 고기 요리를 전문으로하고 매장 내에서 준비합니다,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"당신이 온전한 싱글 링크 연회/음주 파티 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 술을 마실 수 있습니다.
다른 사용 장면을 참조하십시오","활발한 상점
숨는 곳",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001510502/archive/1339405-5df1fc0cd4de3.jpg,"999 엔 미만, 3,000 ~ 3,999 엔 모든 링크 코스는 4,000 ~ 4,999 엔을위한 모든 싱크 링크를 포함하며, 5,000 엔드에 대한 모든 시간을위한 모든 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간, 2 시간 동안 포함됩니다.","놀라운 응답 가능
축하 가능성",없음,불가능합니다,불가능합니다,,,프로젝터 포함,PayPay,https://www.facebook.com/conroya.shinbashi,https://x.com/cnryshinbashi,*PayPay를 사용할 수 있습니다!,,,,
博多もつ鍋と串焼き&海鮮 なると商店 新橋総本店,"Hakata Motsunabe, 구운 꼬치 및 해산물 나루토 Shoten Shinbashi Sohonten",https://retty.me/area/PRE13/ARE2/SUB1601/100001770133/,050-5462-7860,이자카야 해산물과 해산물 야키토리,"[하루 종일]
 16:00-24:00
요리 L.O. 23:00 음료 L.O. 23:30",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB","3-21-9 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (79m)
Toei Oedo Line / Shiodome 역에서 도보로 2 분 거리 (160m)",예,100 석,없음,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,"[공식적인]
https://narutoshoten-shimbashi.foodre.jp/",,,,,,"개인 실 All-You-Eat Rice 흡연 허용 연회 및 음주 파티를 환영 파티를 환영합니다. 점심 Shochu 음료 Sake PayPay Point 온라인 예약 가능 인기 상점
다른 사용 장면을 참조하십시오",,예,080-4920-3559,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001770133/archive/3547545-67d19757ec6f4.jpg,,,,,,,,,,,,,,,,
第一ホテル東京 鉄板焼 一徹,Daiichi 호텔 도쿄 Teppanyaki Ichitetsu,https://retty.me/area/PRE13/ARE2/SUB1601/100000696251/,050-5462-1268,스테이크,"[하루 종일]
점심 11:30-15:00
저녁 식사 17:00-22:00",하루 종일 개점,"점심 : ~ 6,000 엔
저녁 식사 : ~ 20,000 엔",예,"Daiichi Hotel Tokyo 21f, 1-2-6 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (120m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (350m)",예,40 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"[공식적인]
https://hankyu-hotel-ittetsu.foodre.jp/
https://www.hankyu-hotel.com/hotel/dh/dhtokyo/contents/restaurants/ittetsu",,,,,,"엔터테인먼트, 점심, 점심, 저녁 식사, 개인 실, 식사, 날짜, 와인, 개인 실, 점심, 개인 실, 데이트, 점심 날짜, 기념일, 새해 파티, 크리스마스 2024, 고급스러운 크리스마스, Paypay Points Get Paypay Points
다른 사용 장면을 참조하십시오",,예,03-3596-7812,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000696251/archive/286583-633b9eb707afb.jpg,,,,,,,,,,,,,,,,
