restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,wifi_available,phone_number,foreign_language_support,video,pet_friendly,power_supply_available,remarks,twitter,facebook,additional_equipment,beer_maker,쇼핑 직무 정보,온라인 예약
マーサー カフェ エビス,머서 카페 에비 수,https://retty.me/area/PRE13/ARE7/SUB701/100000002788/,03-3446-1551,이탈리아 요리 파스타 카페,"[하루 종일]
 18:00-28:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"Shibata Building 1f, 1-26-16 Ebisu, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 7 분 (550m)
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보 11 분 (820m)
도쿄 도요코 라인 / 다이키 야마 역 18 분 도보 (1.4km)","없음
근처 (할인 없음) 사용 가능","38 석
(4 개의 소파 좌석, 2 개의 테이블 좌석, 2 개의 테이블 좌석 2 개)",없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"불가능합니다
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명
최대 40 명을 임대 할 수 있습니다
최대 40 명이 임대 할 수 있습니다 (스탠드 스탠딩 식사)",http://www.merceroffice.com/,,"5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.",2 시간 동안 당신이 다루는 것,"우리는 야채 요리, 고기 요리, 식품 생산 공간, 유기농 야채 및 매장 내 준비에 특별합니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"데이트 여자 파티 모든 링크 연회 및 음주 파티 싱글 싱글 싱글 파티는 작별 파티를 환영합니다. 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티를 마시는 와인 주차를 마시는 세련된 유기농 요리와 함께 즐길 수 있습니다.
다른 사용 장면을 참조하십시오","개방성이 있습니다
조용한 가게
활발한 상점
차분한 분위기
숨는 곳
골목을 향합니다","놀라운 응답 가능
축하 가능성",,예,없음,,"영어
직원과 함께 언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000002788/archive/99098-58468bea72d7d.jpg,"예
매장 내에서 사용 가능하며 외부에서 사용할 수 있으며 리드가 필요합니다",불가능합니다,,,,,,,
ROCA ITALIAN LOUNGE,로카 이탈리아 라운지,https://retty.me/area/PRE13/ARE7/SUB701/100001776385/,050-5462-8278,이탈리아 피자 식당 바,"[하루 종일]
 17:00-5:00
점심은 개인 용도로만 열려 있습니다
(전화로 전화로 연락하십시오.)",하루 종일 개점,"점심:-
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Suica, Nanaco, Rakuten Edy, Waon, Quicpay","1f 수확 Ebisu, 4-10-6 ebisu, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 6 분 (420m)
도쿄 메트로 히비 야 라인 / 히로 스테이션 13 분 (1.0km)
JR Yamanote Line / Meguro Station 16 분 도보 (1.3km)","없음
근처 (할인 없음) 사용 가능","50 석
((1 층 : 카운터에서 14 석, B1 층 : 테이블과 소파에서 36 석)))))))))))",예,"불가능합니다
(Ashtrays는 상점 외부에서 사용할 수 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,"[공식적인]
https://roca-allian-lounge.foodre.jp/",https://www.instagram.com/roca_italian_lounge,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 3,000 엔 -4,999 엔, 5,000 엔 이상, 2 시간 씩 온전한 링크","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 쇼치, 와인, 위스키",사용 가능한 예약,"저녁 식사, 쌀, 전적으로 흠뻑 젖어, 자녀와 함께 즐기고, 연회 및 음주 파티, 비 흡연, 소녀의 밤, 생일, 와인, 첫 번째 기차까지 열리고, 늦은 밤에 문을 닫고, 지불금 지불 이용 가능
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
테이크 아웃 가능성",없음,"예
유아, 유치원 어린이, 초등학생을 환영합니다",예,03-5422-8553,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001776385/archive/3592413-680af2dae0152.jpg,"예
상점에서 구입할 수 있습니다",예 (무료),,,,프로젝터 포함,,,
ristorante della collina,Ristorante Della Collina,https://retty.me/area/PRE13/ARE7/SUB701/100000033336/,03-3714-8855,이탈리아 요리 파스타 카페,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
[월요일 ~ 목요일, 토요일 및 휴일]
저녁 식사 18:00-23:00 L.O. 21:00
[금요일/휴가 전]
저녁 식사 18 : 00-23 : 30 L.O. 22:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"2f Yasujima Building, 2-9-4 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보 4 분 (310m)
도쿄 도요코 라인 / 다이키 야마 역 11 분 (830m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 15 분 (1.1km)","예
근처 (할인 없음) 사용 가능",38 석,없음,"불가능합니다
(상점 외부에 흡연 공간이 있습니다 (입구 옆)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 25 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 38 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 30 명
최대 40 명이 임대 할 수 있습니다 (스탠드 스탠딩 식사)",https://ristorantedellacollina.tokyo/,,"5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.",,"우리는 야채 요리, 고기 요리, 생선 요리, 유기농 야채, 알레르기가있는 고객을 수용 할 수 있으며 매장 내에서 준비 할 수 있습니다.","맥주, 술, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 소녀의 밤, 결혼 기념일, 연회 및 음주 파티, 싱글 OK, 엔터테인먼트, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 주차장, 아이들과 함께 즐기십시오
다른 사용 장면을 참조하십시오","조용한 가게
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다",평상복,"예
초등학생들은 환영합니다",없음,,"영어
직원과 함께 언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33650422.jpg,불가능합니다,,,,https://www.facebook.com/ristorante-della-collina-131507123693380/,프로젝터 포함,,,
Pasta料理屋 Nino,파스타 레스토랑 Nino,https://retty.me/area/PRE13/ARE7/SUB701/100000749430/,03-6450-4113,이탈리아 요리 파스타 테이크 아웃 피자 야채 요리,"[Sun, 월요일, 화요일, 목요일, 금요일, 토요일]
점심 11 : 50-14 : 30
저녁 18 : 00-23 : 00",매주 수요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,,"1F Koumi Heights, 2-17-18 Ebisu, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보로 7 분 (560m)
JR Yamanote Line / Ebisu Station 12 분 도보 (950m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,28 석,예,"불가능합니다
(m 점심 : 비 흡연 ・ 저녁 : 일부 카운터에서 전자 담배 만 제공됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 저녁 식사, 금연, 지불금 지불 가능",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34266396.jpg,,,,,https://www.facebook.com/pastanino/,,,,
ekao,에카오,https://retty.me/area/PRE13/ARE7/SUB701/100000001176/,03-5755-5744,이탈리아 요리 와인 바 라운지 야채 요리 서부 요리,"[월요일부터 금요일, 토요일, 휴일]
 18:00-3:00
식사 L.O. 23:30
늦은 밤 메뉴 11:30 PM -L.O. 오후 2시 30 분","매주 일요일
월요일이 공휴일이라면 일요일에 문을 엽니 다","점심:-
저녁 식사 : ~ 5,000 엔",Amex,PayPay,,"401 Kusunoki Building, 3-25-6 Higashi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (140m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 10 분 (750m)
JR Yamanote Line / Shibuya Station 14 분 도보 (1.1km)",,"24 석
(8 개의 카운터 좌석, 16 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,https://www.instagram.com/ekao0313/,,,,,,"데이트 소녀의 밤, 연회 및 음주 파티, 솔로 환영, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 비 흡연, 심야 오프닝, 파티 애프터 파티
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24420163.jpg,,,,,,,,,
恵比寿 es Classico,ebisu es classico,https://retty.me/area/PRE13/ARE7/SUB701/100000061459/,03-6277-1612,이탈리아 요리 고기 바 파스타 피자,"[Sun, 화요일, 금요일, 토요일 및 휴일]
저녁 식사 18:00-23:00 L.O. 22:00
[골드로 결혼]
점심 11 : 30-15 : 00 L.O. 14:00
[태양, 토요일, 휴일]
점심 12:00-15:30 L.O. 14:30","매주 월요일
월요일이나 공휴일이라면 화요일에있을 것입니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"1-24-11 에비 수, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu Station 7 분 도보 (490m)
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보로 12 분 (900m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보 17 분 (1.3km)",없음,"90 석
(반 테라 인 좌석 이용 가능.)",예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
임대 가능 (좌석) : 120 명",https://es-classico.jp/,,,,,,사용 가능한 예약,"점심, 데이트, 소녀의 밤, 그룹 데이트, 결혼 기념일, 연회 및 음주 파티, 개인 객실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인은 술에 취할 수 있습니다.
다른 사용 장면을 참조하십시오",,"놀라운 응답 가능
축하 가능성",,예,없음,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/35123961.jpg,예,예 (무료),,,,"프로젝터, TV 및 모니터, 오디오 장비",,,
Tigre,Tigre,https://retty.me/area/PRE13/ARE7/SUB701/100000010052/,03-3444-6424,이탈리아 요리 와인 바 다이닝 바 해산물,"[월요일 ~ 목요일]
 18:00-26:30 L.O. 24:30
[금과 앉았다]
 18:00-29:00 L.O. 26:00",매주 일요일,"점심:-
저녁 식사 : ~ 8,000 엔",Amex,,,"2-26-7 Ebisu, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히로 스테이션에서 도보로 8 분 (630m)
JR Yamanote Line / Ebisu 역에서 도보로 13 분 (980m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 15 분 도보 (1.1km)",,15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",,,,,,,,,"데이트, 개인 실, 약혼 저녁 식사, 싱글 룸, 엔터테인먼트, 성인 은신처, 크리스마스 저녁 식사, 와인 마시기, 첫 번째 기차, 저녁 식사, 저녁 식사, 비 연소, 개인 객실 엔터테인먼트, 개인 객실 엔터테인먼트, 밤 늦게까지 문을 엽니 다.
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28858112.jpg,,,,,,,,,
セルサルサーレ,Celsalsare,https://retty.me/area/PRE13/ARE7/SUB701/100001342812/,03-6416-5230,이탈리아 요리 테이크 아웃 파스타 와인 바,"[Sun, 화요일, 금요일, 토요일 및 휴일]
 17:30-23:00",매주 월요일,"점심:-
저녁 식사 : ~ 6,000 엔",예,,,"Hagiwara Building 1f, 1-16-7 Ebisu Nishi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 4 분 (270m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보 6 분 (410m)
JR Yamanote Line / Shibuya 역에서 도보로 11 분 (860m)",,28 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"여자 밤, 결혼 기념일, 솔로 엔터테인먼트, 크리스마스 저녁 식사, 와인 음료, 세련된, 저녁 식사, 쌀, 비 흡연, 생일, 기념일
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35512022.jpg,,,,,https://www.facebook.com/selsalsale,,,,
Restaurant MANSALVA,레스토랑 만 살바,https://retty.me/area/PRE13/ARE7/SUB701/100001417401/,03-5447-3300,이탈리아 와인 바 파스타,"[Sun, 월요일, 수요일, 금요일, 토요일, 휴일]
 18:00-23:00
[낮]
 12:00-15:00",매주 화요일,"점심 : ~ 5,000 엔
저녁 식사 : ~ 10,000 엔",예,PayPay,,"4-23-7 에비 수, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 8 분 (570m)
도쿄 메트로 히비 야 라인 / 히로 스테이션 13 분 (1.0km)
JR Yamanote Line / Meguro Station 15 분 도보 (1.2km)",,29 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 데이트, 엔터테인먼트, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인 음료 저녁 식사, 쌀, 고기, 비 흡연, 생일, 점심 날짜, 세련된 점심, 급여 지불 지불, 고급 크리스마스, 크리스마스 2024
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001417401/archive/185866-5f609e006568b.png,,,,,https://www.facebook.com/ebisumansalva/,,,,
トラットリア サンタルチア,트라 토리아 산타르시아,https://retty.me/area/PRE13/ARE7/SUB701/100001319241/,050-5262-8555,이탈리아 요리 파스타 카페,"[월요일부터 금요일까지]
점심 11:30-15:00 L.O. 14:30
[하루 종일]
저녁 식사 18:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
점심 11:00-16:00 L.O. 15:30","하루 종일 개점
새해 휴일 (확인하십시오)
연말에는 12 월 29 일에 점심이 있습니다.
우리는 1 월 5 일부터 연초에 문을 열 것입니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Suica, Manaca, Toica, Icoca, Hayakaken, Nimoca, Sugoca, Quicpay","Le Soleil 1f, 1-14-12 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (160m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 10 분 (780m)
도쿄 메트로 히비 야 라인 / 나카 메 구로 스테이션 15 분 도보 (1.2km)",없음,"49 석
(소파 좌석 이용 가능, 반 개인 좌석 이용 가능)",없음,"(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 49 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 30 명
예약 할 수있는 제한된 수 (스탠드 스탠딩 식사) : 70 명","[공식적인]
https://trattoriasantalucia-ebisu.foodre.jp/",,"3,000 ~ 3,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.",,"우리는 야채 요리, 고기 요리, 생선 요리, 수입 재료 및 현지 농산물에 특히 중요합니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"데이트, 점심, 저녁 식사, 개인 실, 세련된, 연말 파티, 소녀의 밤, 크리스마스 저녁, 새해 파티","개방성이 있습니다
차분한 분위기
골목을 향합니다","놀라운 응답 가능
축하 가능성
소믈리에가 있습니다
테이크 아웃 가능성",,"예
유아, 유치원 어린이, 초등학생을 환영합니다",없음,03-6452-4312,"영어 이탈리아어
직원과 함께 언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001319241/archive/149349-58aebbbcd991f.jpg,,사용 가능 (충전 가능),"사용할 수 있습니다
id, quic pay,",,https://www.facebook.com/santalucia4312/,프로젝터 및 사운드 장비,,,
エムハウス,M 집,https://retty.me/area/PRE13/ARE7/SUB701/100000863469/,03-3441-7551,이탈리아 요리 카페,"[하루 종일]
저녁 식사 18 : 00-23 : 30 L.O. 22:30","하루 종일 개점
[나뭇가지]
11 : 00-15 : 30 (L.O.15 : 00)
토요일, 일요일 및 휴일 10 : 00-18 : 00 (L.O. 18:00)
*개막 시간은 7 월 1 일부터 변경되었습니다.","점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"Mercer Bldg, 4-23-13 Ebisu, Shibuya-Ku, 도쿄.
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 7 분 (550m)
도쿄 메트로 히비 야 라인 / 히로 스테이션 13 분 (1.0km)
JR Yamanote Line / Meguro Station 15 분 도보 (1.2km)",없음,"85 석
(1 층에는 32 석, 테라스의 18 석, 메 자닌 바닥의 10 석, 2 층에는 25 석)",없음,"예
(흡연은 테라스 좌석에서만 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",예,http://www.merceroffice.com,,,,생선 요리 전문,와인과 칵테일이 있습니다,사용 가능한 예약,"날짜, 여자 파티, 모든 링크, 그룹 데이트, 연회 및 음주 파티, 개인 객실, 참여 저녁 식사 파티, 솔로 엔터테인먼트, 엔터테인먼트, 성인 가이성, 작별 파티, 크리스마스 저녁, 새해 파티, 와인, 아이와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","차분한 분위기
단독 주택 레스토랑","놀라운 응답 가능
축하 가능성",평상복,예,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000863469/archive/683740-5c4b155da98d4.jpg,,,,,,,,,
