restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,remarks,lecture,available_drinks,cooking_specialties,drinking_specialties,usage_scenes,waiting,service,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,foreign_language_support,video,private,reservation,dress_code,twitter,facebook,additional_equipment,ic_card_payment,instagram,beer_maker
越後屋 平次 秋葉原店,Echigoya Heiji Akihabara 매장,https://retty.me/area/PRE13/ARE11/SUB1102/100001232215/,050-5462-0967,Izakaya Robatayaki 해산물과 해산물 요리는 식사를 설정합니다,"[월요일 ~ 목요일]
 11:00-22:00 L.O. 21:00
[Sun, Friday, Saturday 및 Holidays]
 11:00-22:00 L.O. 21:30",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",예,,"8 층, Yodobashi 카메라 Akiba, 1-1 Kanda Hanaokacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara Station 3 분 도보 (180m)
Toei Shinjuku Line / Iwamotocho 역에서 도보 5 분 (400m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역에서 도보 8 분 (570m)",,76 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://heiji-akihabara.foodre.jp/",,,,,,"점심, 쌀, 연회 및 음주 파티, 연말 파티, 새해 파티, 비 흡연, 쿠폰, 이용 가능, 급여 판매점, 온라인 예약 가능, 작별 파티, 환영 파티, 저녁 식사, 캐주얼, 세련된 새해 파티, 신속한 새해 파티
다른 사용 장면을 참조하십시오",,,,,,,03-3526-2730,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100001232215/archive/2843511-631e8ea3b52f7.jpeg,,,,,https://www.facebook.com/echigoya Heiji Yodobashi Akiba Store-153739486523706/,,,,
やきとん酒場 秋葉原とら八,야키톤 바 아키하바라 토라히,https://retty.me/area/PRE13/ARE11/SUB1102/100000079293/,050-5262-7024,이자카야 야키토리,"[월요일부터 금요일과 토요일]
 16:00-23:20 L.O. 22:40
[일요일과 휴일]
 16:00-23:00 L.O. 22:15
자세한 내용은 공식 웹 사이트를 확인하십시오.","하루 종일 개점
새해 휴일 (확인하십시오)","점심:-
저녁 식사 : ~ 3,000 엔",예,,"2-17 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (35m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 4 분 거리 (280m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역 (670m)에서 도보로 9 분",없음,"150 석
(3 층 침몰 한 Kotatsu Tatami Room은 최대 54 명까지 할 수 있습니다. 16 명을위한 부분적인 개인 용도로 문의하십시오.)",예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(1 층, 비 흡연/2 층, 3 층, 가열 담배 연기/활성화 야외 흡연 지역 수동 흡연 조치 (Advanced Health Promotion Act)는 2020 년 4 월 1 일부터 유효했습니다. 최신 정보는 상점에 문의하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.","2,999 엔 미만의 싱글 링크, 3,000 ~ 3,999 엔을위한 all-you-can-drink, 2 시간 동안 4,000 ~ 4,999 엔, 2 시간 동안 모두 당신이 캔-링크를 포함하는 코스, 2 시간, 2 시간 동안의 모든 코스를 포함하는 코스가 포함 된 코스가 있습니다.",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","저녁 식사는 독신자, 흡연 허용, 연회 및 음주 파티, 새해 파티, 환영 파티, 개인 실, 차분한, 연말 파티, 온라인 링크, 차분한, 새해 파티, 캐주얼, 온라인 예약 가능, 인기있는 매장 예약
다른 사용 장면을 참조하십시오",,,,,,없음,03-5820-0388,"영어 중국어 한국
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000079293/archive/3404365-66eb917dbadaa.jpg,예,사용 가능한 예약,,,,,,,
厳選黒毛和牛と極上焼肉の店 焼牛 Yakiushi 秋葉原,"Yakiushi Akihabara, 신중하게 선택된 일본어 블랙 쇠고기와 절묘한 Yakiniku를 판매하는 식당.",https://retty.me/area/PRE13/ARE11/SUB1102/100001661370/,050-5462-0485,야키 니쿠 이자카야 고기 바,"[하루 종일]
 11:30-23:30 L.O. 23:00",정기적 인 휴일이 없습니다,"점심 : ~ 3,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드",PayPay,"Chiyoda Terrace 8f E2, 1-21-1 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (39m)
Toei Shinjuku Line / Iwamotocho Station에서 도보로 3 분 거리 (200m)
JR Yamanote Line / Kanda (도쿄) 역 8 분 (620m)","없음
근처 (할인 없음) 사용 가능","100 석
((우리는 넓은 테이블 시트가 있습니다.)",,"예
완전히 흡연이 허용됩니다
(좌석에서 종이와 전자적으로 담배를 피울 수 있습니다.
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔에 대한 All-You-Can-Drink, All-You-Can-Drink 코스에는 5,000 엔 또는 2 시간 동안 All-You-Can-Drink가 포함되어 있습니다. 몇 시간 이상","우리는 야채 요리, 고기 요리 및 재료를 생산하며 알레르기가있는 고객을 수용하고 매장 내에서 준비 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리","점심 시간, 흡연 허용, 고기, 쌀, 저녁 식사, 점심, 작별 파티, 어린이, 생일, 냉장, 엔터테인먼트, 연말 파티, 급여 지불 지불 가능, 급여 판매점, 온라인 예약, 새해 파티, 환영 파티, 캐주얼
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다","예
유아, 유치원 어린이, 초등학생을 환영합니다",불가능합니다,,예,03-422-3943,"중국인
직원과 함께 언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001661370/archive/2932994-638ecde1daf18.jpg,불가능합니다,사용 가능한 예약,,,,,,,
古民家風個室とモツ鍋 薩摩日和 秋葉原店,"오래된 일본식 개인 객실 및 Motsunabe, Satsuma Weather, Akihabara Store",https://retty.me/area/PRE13/ARE11/SUB1102/100001683216/,050-5462-7936,야키토리 이자카야,"[하루 종일]
 11:00-24:00 L.O. 23:30
*우리는 또한 11:00에서 16:00까지 점심 연회를 수락합니다.",일년 내내 열립니다,"점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-16 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (59m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 3 분 거리 (230m)
JR Yamanote Line / Kanda (도쿄) 역 8 분 (580m)",없음,"50 석
(앉을 때 100 명)",없음,"연기 분리
(개인 실에서는 흡연이 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","[공식적인]
https://satsumabiyori-akihabara.foodre.jp/",(큰 에코 뒤에있는 고고 카레 빌딩의 3 층),"3,000 엔 ~ 3,999 엔 코스, 4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔에 대한 All-You-Can-Drink, All-You-Can-Drink 코스에는 5,000 엔 또는 2 시간 동안 All-You-Can-Drink가 포함되어 있습니다. 몇 시간 이상","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 칵테일","개인 객실 점심, 저녁 식사, 모든 냉장, 데이트, 데이트, 엔터테인먼트, 술 마시기, 흡연 허용, 개인 실 날짜, 전적으로 먹고, 사냥개, 개인 실 엔터테인먼트, 사우스 쿠, 캐주얼, 파티, 환영 파티, 작별 파티
다른 사용 장면을 참조하십시오","풍경은 아름답습니다
차분한 분위기
나이트 뷰를 볼 수 있습니다
숨는 곳","놀라운 응답 가능
축하 가능성","예
유아, 유치원 어린이, 초등학생을 환영합니다",,,없음,03-6328-0329,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001683216/archive/2905125-63686880a6015.jpg,예,사용 가능한 예약,,,,,,,
全席個室 じぶんどき 秋葉原駅前店,"모든 좌석 개인 실, Akihabara Ekimae 지점",https://retty.me/area/PRE13/ARE11/SUB1102/100001515032/,050-5462-2938,이자카야 일본 음식,"[월요일부터 금요일까지]
 17:00-23:30 L.O. 22:30
[태양, 토요일, 휴일]
 15:00-23:30 L.O. 22:30","하루 종일 개점
*업무 시간 이전에도 연회를 이용할 수 있습니다!
*우리는 알코올 멸균기 설치, 정기적 인 환기, 철저한 멸균 및 청소, 사회적 거리, 마스크 착용 및 철저한 직원 건강 관리를 포함하여 Covid-19 Pandemic에 대해 철저한 조치를 취하고 있습니다.","점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Bito Akiba 8f, 1-18-19 Sotokanda, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (75m)
Toei Shinjuku Line / Iwamotocho 역에서 도보 5 분 (400m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역에서 도보 6 분 (440m)",없음,"87 석
(적합한 Kotatsu 좌석 및 소파 좌석 이용 가능)",,"연기 분리
흡연실 사용 가능
(좌석 외에도 상점 안에는 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",https://jibundoki.dkdining.com/akihabara/,좌석 수수료가 있습니다. (코스 당시 가격에 포함),,,,,"저녁 식사, 연회 및 음료, 저녁 식사, 전산 된 링크, 개인 실, Paypay Points, 온라인 예약 가능, 연말 파티, 새해 파티, 캐주얼, 세련된, 성인 새해 파티, 성인 연도 파티, 빠른 새해 파티, 빠른 새해 파티
다른 사용 장면을 참조하십시오",,,,,,없음,050-2018-8917,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001515032/archive/3293916-66262d35d74da.jpg,불가능합니다,,,,,,,,
サイアム食堂 秋葉原店,시암 레스토랑 아키하바라 지점,https://retty.me/area/PRE13/ARE11/SUB1102/100001632201/,050-5462-6262,태국 음식 이자카야 칼시드 요리,"[월요일부터 금요일까지]
 11:30-24:00 L.O. 23:00
[태양, 토요일, 휴일]
 11:30-23:00 L.O. 22:30","불규칙한 휴일
새해 휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-2-1 Sotokanda, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara Station 3 분 도보 (220m)
도쿄 메트로 마루치 노선 / Awajicho 역에서 도보 5 분 (400m)
도쿄 메트로 치 요다 라인 / 신-차노미즈 스테이션에서 도보 5 분 (400m)",없음,"22 석
(카운터 좌석, 테이블 시트)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://siam-akihabara.foodre.jp/
https://siam-group.jp/","적격 송장 (송장)에 대해 영수증을 발행 할 수 있습니다.
*최신 등록 상태의 경우, 국가 세금 기관의 송장 시스템 자격 송장 발행 회사를 확인하거나 매장에 문의하십시오.","4,000 엔에서 4,999 엔으로 구입할 수 있습니다","4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크를 포함하는 코스가 있습니다.","우리는 야채 요리, 고기 요리, 매장 내에서 준비된 것입니다.",이용 가능한 맥주,"저녁 식사, 저녁 식사, 소녀의 밤, 연회 및 음주 파티, 파티, 애프터 파티, 전부 마감, 예약, 지불금 지불 수락, 급여표, 온라인 예약, 작별 파티, 환영 파티, 점심 시간, 점심 시간
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳
골목을 향합니다",,예,,,예,03-3527-1271,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001632201/archive/3453925-67371B2E1679F.png,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
최대 24 명을 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 30 명",사용 가능한 예약,,https://x.com/siam_akihabara,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay",https://www.instagram.com/siam_akihabara/,
全席個室 鮨と酒日和 ととうお 秋葉原駅前店,모든 좌석을위한 개인 실 -Sushi and sake day totoo akihabara ekimae branch,https://retty.me/area/PRE13/ARE11/SUB1102/100001728758/,050-5462-5434,이자카야 해산물과 해산물 사시미,"[하루 종일]
 17:00-23:30 L.O. 22:30
L.O. 음료 23:00",,"점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",,"5F, 리셉션, 5F, 1-16 Kanda Sakumacho, Chiyoda-Ku, 도쿄, 식당 아키하바라 빌딩, 1-16, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (58m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 3 분 거리 (230m)
JR Yamanote Line / Kanda (도쿄) 역 8 분 (580m)",없음,111 석,없음,"연기 분리
흡연실 사용 가능
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,좌석 수수료가 있습니다. (코스 당시 가격에 포함),,,,,"작별 파티, 저녁 식사, 엔터테인먼트, 음식, 환영 파티, 전산, 사유실, 쿠폰, 쿠폰, 술 마시기, 와인 마시기, 아이들과 함께 즐기기, 흡연 허용, 쇼치 마시기, 온라인 예약 가능
다른 사용 장면을 참조하십시오",,,예,,,없음,050-2018-8914,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001728758/archive/3243916-65c48f7cacca5.jpg,,,,,,,,,
京出汁おでん×ROBATA ほたる秋葉原店,교토 대시 수프 오덴 x robata hotaru akihabara 지점,https://retty.me/area/PRE13/ARE11/SUB1102/100001769973/,050-5462-7938,이자카야 해산물과 해산물,"[하루 종일]
 13:00-24:00 L.O. 23:30
봐라. 요리 : 23:00
음료 : 23:30",,"점심:-
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"가토 아키하바라 빌딩 4F 401, 1-24 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (23m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역에서 도보 8 분 (610m)",없음,50 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","[공식적인]
https://hotaru-akihabara.foodre.jp/",,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 8,000 엔 또는 더 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2 시간 all-you-can-drink, 2 시간 2 시간 만","우리는 야채 요리, 고기 요리 및 생선 요리에 특히 적합합니다.","맥주, 사케, 쇼치, 와인, 칵테일","마시기 점심 시간 개인 룸 저녁 식사 쌀 작별 파티 마시는 쇼 쿠 마시는 술을 마시고 파티를 마시는 파티를 마시는 파티 포인트 온라인 예약 가능
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다","예
유아, 유치원 어린이, 초등학생을 환영합니다",,,없음,03-6328-2204,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001769973/archive/35370-67d9471008294.jpg,예,사용 가능한 예약,,,,,,,
魚と和牛の個室居酒屋 魚縁 秋葉原駅前店,"물고기와 일본 쇠고기가있는 개인 이자카야, Uoen Akihabara Ekimae Branch",https://retty.me/area/PRE13/ARE11/SUB1102/100001395185/,050-5462-7937,이자카야 해산물과 해산물,"[Sun, 월요일부터 목요일, 토요일 및 휴일]
 16:00-0:00 L.O. 23:00
[금]
 16:00-4:00 L.O. 3:00
매일 열어 ♪

*음식 l.o 1 시간 전에 닫기 1 시간 전에 L.O 30 분 전에 음료를 마시기 전에 L.O
*우리는 전화로 하루에 점심 연회를 허용합니다. 점심 연회에는 예약이 필요합니다
*주말 좌석 만 예약하면 주말 요금으로 500 엔을 추가로 청구합니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Gateau Akihabara Building 6f, 1-24 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara 역에서 도보로 1 분 (22m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역에서 도보 8 분 (610m)","예
근처 (할인 없음) 사용 가능",50 석,없음,"연기 분리
(연기가 흘러 나오는 것을 막기위한 파티션과 벽이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","[공식적인]
https://sakanaen-akihabaraekimae.foodre.jp/",,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 8,000 ~ 8,000 엔 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스에는 4,000-4,999 엔 All-You-Can-Drink 코스를위한 All-You-Can-Drink가 포함되어 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일","개인 객실 저녁 흡연 허용 와인 음료료 페이 페이 지불 이용 가능한 라이스 연회 및 음주 파티 점심 고기 Shochu Paypay Points 온라인 예약 가능
다른 사용 장면을 참조하십시오","차분한 분위기
단독 주택 레스토랑
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다",예,,예 (무료),예,03-6369-8094,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001395185/archive/353357-67d8fe015780e.jpg,예,사용 가능한 예약,,,,프로젝터 포함,"Suica, Quicpay",,
個室ダイニング 十勝石狩函館 秋葉原駅前店,개인 식당 Tokachi Ishikari Hakodate Akihabara Ekimae 지점,https://retty.me/area/PRE13/ARE11/SUB1102/100001186491/,050-5303-1814,이자카야 해산물과 해산물,"[하루 종일]
 17:00-23:30 L.O. 22:30
*마지막 음료 주문은 마감 시간 30 분 전입니다.
*업무 시간 이전에도 연회를 이용할 수 있습니다!
*공식 웹 사이트에는 이해하기 쉽고 큰 거래가 포장되어 있습니다! 아래의 ""홈페이지""를 방문하십시오",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",예,,"리셉션의 4 층, 아키하바라 빌딩, 1-16 Kanda Sakumacho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Akihabara Station 2 분 도보 (160m)
Toei Shinjuku Line / Iwamotocho 역에서 도보로 4 분 거리 (310m)
도쿄 메트로 진 자 라인 / 수에 히로 코 (도쿄) 역 (650m)에서 도보로 9 분",,113 석,,"연기 분리
흡연실 사용 가능
(좌석 외에도 상점 안에는 흡연 공간이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",https://tokachiishikarihakodate.dkdining.com/akihabara/,"dpay/aupay/line pay/rakuten pay/merpay/alipay/wechat pay/paypay/id
좌석 수수료가 있습니다. (코스 당시 가격에 포함)",,,,,"저녁 식사, 개인 객실, 연회 및 음주 파티, 고기, 쌀, 작별 파티, 환영 파티, 흡연 허용, 연말 파티, 새해 파티, 쿠폰 이용 가능, 맛있는 레스토랑 및 저렴한 레스토랑, 페이 페이 포인트, 온라인 예약, 세련된, 성인 새해 파티
다른 사용 장면을 참조하십시오",,,,,,,050-2018-8913,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001186491/archive/2510865-61710f6860de9.png,,,,,,,,,
エイジング・ビーフ ワテラス,노화 쇠고기 워터라,https://retty.me/area/PRE13/ARE11/SUB1102/100000808471/,050-5461-5245,Yakiniku 테이크 아웃 Bento 상점,"[월요일부터 금요일까지, 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:30 L.O. 22:30
[태양, 토요일, 휴일]
 11:30-23:00 L.O. 22:00
자세한 내용은 공식 웹 사이트를 확인하십시오.

스프레드 방지와 같은 주요 조치에 대한이 요청으로 인해 1 월 21 일부터 2 월 13 일까지 개장 시간을 다음과 같이 변경할 것입니다.
평일 점심 11 : 30-15 : 00 (LO14 : 00) 저녁 식사 17 : 00-21 : 00 (LO20 : 00)
토요일, 일요일, 휴일, 11 : 30-21 : 00 (lo 20:00)
알코올 음료는 오후 8 시까 지 제공됩니다.","매월 두 번째 월요일
공휴일이라면 다음날 문을 닫습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",예,PayPay,"Wateras Annex 2F, 2-105 Kanda Awajicho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / Awajicho 역에서 도보로 3 분 거리 (210m)
Toei Shinjuku Line / Ogawamachi (도쿄) 역에서 도보로 3 분 거리 (220m)
Tokyo Metro Chiyoda Line / Shin-Ochanomizu Station에서 도보로 3 분 거리 (220m)",,82 석,"예
(12 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"[공식적인]
https://angasbeef-waterras.foodre.jp/",,,,,,"점심, 쌀, 점심, 생일, 고기, 솔로, 음료 와인, 연말 파티, 저녁 식사, 급여 지불 지불, 급여 지불 포인트, 온라인 예약 가능, 새해 파티, 환영 파티, 작별 파티
다른 사용 장면을 참조하십시오",,,,,,,03-6206-4501,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000808471/archive/1815023-5f43632f9bb0e.png,,,,,,,,,
